Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
ABplaaapa	67	48.4	39.3	55.6	51.4	42.4
ABplaaapaa	NA	NA	NA	NA	NA	NA
ABplaaapap	NA	NA	NA	NA	NA	NA
ABplaaapp	52	42.3	39.3	47.7	48.1	44.1
ABplaaappa	NA	NA	NA	NA	NA	NA
ABplaaappp	NA	NA	NA	NA	NA	NA
ABplaap	28	23.9	22.4	25.5	27.1	22.4
ABplaapa	38	36.1	33.1	39.1	37.7	36.1
ABplaapaa	57	46.9	43.8	47.7	49.6	45.6
ABplaapaaa	79	91.3	74.3	96.3	92.3	76.7
ABplaapaaaa	NA	NA	NA	NA	NA	NA
ABplaapaaap	NA	NA	NA	NA	NA	NA
ABplaapaap	59	69.9	62.9	81.3	77	63.6
ABplaapaapa	NA	NA	NA	NA	NA	NA
ABplaapaapp	NA	NA	NA	NA	NA	NA
ABplaapap	57	45.4	40.8	47.7	44.9	39.3
ABplaapapa	79	87.8	77.4	99.8	107.4	84.5
ABplaapapaa	NA	NA	NA	NA	NA	NA
ABplaapapap	NA	NA	NA	NA	NA	NA
ABplaapapp	54	60	58	72.8	75.1	61.6
ABplaapappa	NA	NA	NA	NA	NA	NA
ABplaapappp	109	NA	93.1	NA	NA	NA
ABplaapapppa	NA	NA	NA	NA	NA	NA
ABplaapapppp	NA	NA	NA	NA	NA	NA
ABplaapp	38	31.6	27.1	33.1	34.5	30.1
ABplaappa	57	42.3	40.7	49	48	42.3
ABplaappaa	NA	NA	NA	NA	NA	NA
ABplaappap	NA	NA	NA	NA	NA	NA
ABplaappp	42	39.2	36.1	44.4	46.5	39.3
ABplaapppa	NA	NA	NA	NA	NA	NA
ABplaapppp	NA	NA	NA	NA	NA	NA
ABplap	29	19.6	21.1	22.6	22.5	21.1
ABplapa	28	25.4	23.9	25.5	25.6	23.9
ABplapaa	38	37.6	31.5	43.6	37.5	36.1
ABplapaaa	47	43.9	40.8	47.9	46.4	43.9
ABplapaaaa	89	86.2	70.9	103.6	88.6	81.6
ABplapaaaaa	NA	NA	NA	NA	NA	NA
ABplapaaaap	109	NA	NA	NA	NA	NA
ABplapaaaapa	NA	NA	NA	NA	NA	NA
ABplapaaaapp	NA	NA	NA	NA	NA	NA
ABplapaaap	84	87.8	72.5	98.5	98.7	76.6
ABplapaaapa	114	NA	NA	NA	NA	NA
ABplapaaapad	NA	NA	NA	NA	NA	NA
ABplapaaapav	NA	NA	NA	NA	NA	NA
ABplapaaapp	NA	NA	NA	NA	NA	NA
ABplapaap	47	45.4	43.8	57.4	51.1	50.2
ABplapaapa	NA	NA	NA	NA	NA	NA
ABplapaapp	NA	NA	NA	NA	NA	NA
ABplapap	38	31.6	30	36.1	33	31.6
ABplapapa	42	42.3	37.7	52.4	44.7	42.3
ABplapapaa	334	NA	NA	NA	NA	NA
ABplapapaaa	NA	NA	NA	NA	NA	NA
ABplapapaap	NA	NA	NA	NA	NA	NA
ABplapapap	NA	NA	NA	NA	NA	NA
ABplapapp	42	45.3	37.7	49.1	47.8	39.3
ABplapappa	NA	NA	NA	NA	NA	NA
ABplapappp	84	107.4	88.5	99.6	93.3	81
ABplapapppa	NA	NA	NA	NA	NA	NA
ABplapapppp	94	NA	NA	NA	NA	NA
ABplapappppa	84	NA	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA	NA
ABplapp	28	25.4	23.9	25.5	25.6	23.9
ABplappa	38	33.1	34.5	39.1	39.2	34.6
ABplappaa	42	45.3	43.8	54.1	49.6	43.9
ABplappaaa	NA	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA	NA
ABplappap	42	51.4	43.8	52.5	51.2	43.9
ABplappapa	NA	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA	NA
ABplappp	38	37.6	37.5	42.1	42.2	39.1
ABplapppa	57	46.9	43.8	59	51.5	45.7
ABplapppaa	79	99.6	78	101	101.3	88.6
ABplapppaaa	NA	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA	NA
ABplapppap	59	74.7	61.7	73.8	73.8	65.4
ABplapppapa	NA	NA	NA	NA	NA	NA
ABplapppapp	114	NA	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA	NA
ABplapppp	57	48.6	47	62.1	54.6	50.3
ABplappppa	NA	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA	NA
ABplp	21	12	12	15.1	15.1	13.5
ABplpa	29	22.6	21.1	22.6	22.5	21.1
ABplpaa	28	25.4	24.1	25.5	27.1	23.9
ABplpaaa	38	31.6	31.5	37.6	31.5	31.6
ABplpaaaa	47	40.8	36.2	47.7	44.7	39.3
ABplpaaaaa	69	89.1	65.8	99.8	86.4	79.3
ABplpaaaaaa	NA	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA	NA
ABplpaaaap	64	71.1	57.8	88	76.3	64.6
ABplpaaaapa	NA	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA	NA
ABplpaaap	47	43.8	37.8	52.5	46.3	42.3
ABplpaaapa	84	102.5	87.1	126	120.8	92.7
ABplpaaapaa	NA	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA	NA
ABplpaaapp	69	72.9	65.9	86.6	81.5	63.2
ABplpaaappa	119	NA	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA	NA
ABplpaap	38	30.1	28.5	34.6	31.5	31.6
ABplpaapa	52	40.8	40.8	50.7	46.3	42.3
ABplpaapaa	79	85.6	65.9	94.6	89.9	86.1
ABplpaapaaa	NA	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA	NA
ABplpaapap	84	85.6	72.4	96.3	89.9	81.2
ABplpaapapa	NA	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA	NA
ABplpaapp	42	37.7	37.7	49.1	46.3	40.8
ABplpaappa	74	80.5	61	89.6	86.5	77.7
ABplpaappaa	NA	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA	NA
ABplpaappp	64	72.3	57.7	79.5	81.5	71.2
ABplpaapppa	NA	NA	NA	NA	NA	NA
ABplpaapppp	119	NA	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA	NA
ABplpap	28	23.9	24.1	25.5	27.1	23.9
ABplpapa	38	31.6	31.5	36.1	34.5	31.6
ABplpapaa	47	46.8	39.3	54	52.8	43.8
ABplpapaaa	84	76.2	66	98.5	90.6	76.3
ABplpapaaaa	NA	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA	NA
ABplpapaap	79	84.4	67.6	93.3	95.6	76.3
ABplpapaapa	NA	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA	NA
ABplpapap	47	43.8	40.8	55.6	49.6	46.9
ABplpapapa	64	76	61.2	80	76.8	63.5
ABplpapapaa	NA	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA	NA
ABplpapapp	74	77.6	62.8	86.7	83.6	73.3
ABplpapappa	NA	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA	NA
ABplpapp	38	30.1	28.5	33.1	31.5	31.6
ABplpappa	37	43.8	40.8	49.1	46.3	40.8
ABplpappaa	54	58.1	46.6	57.9	63.1	51.8
ABplpappaaa	NA	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA	NA
ABplpappp	49	48.3	42.3	58.6	52.6	48.4
ABplpapppa	57	76.2	70.9	96.9	85.3	78.2
ABplpapppaa	NA	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA	NA
ABplpapppp	62	82.7	62.8	103.7	87	93.1
ABplpappppa	NA	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA	NA
ABplpp	29	22.6	21.1	21.1	24	22.6
ABplppa	28	25.4	25.6	28.5	27.1	26.9
ABplppaa	38	34.6	33	37.6	39.2	34.6
ABplppaaa	57	48.6	45.3	58.9	56.2	50.3
ABplppaaaa	69	61.8	53.6	70.2	67.3	57.5
ABplppaaaaa	NA	NA	NA	NA	NA	NA
ABplppaaaap	104	NA	83.2	NA	NA	79.1
ABplppaaaapa	NA	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA	NA
ABplppaap	62	50.1	42.3	60.5	61.1	47.2
ABplppaapa	74	91.6	72.8	92.3	86.5	82
ABplppaapaa	NA	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA	NA
ABplppaapp	69	76.6	66.3	95.8	81.2	78.6
ABplppaappa	NA	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA	NA
ABplppap	38	31.6	31.5	36.1	36.2	33.1
ABplppapa	57	45.3	43.8	55.6	52.9	44.1
ABplppapaa	59	74.5	61.5	81.8	80.6	73.5
ABplppapaaa	119	NA	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA	NA
ABplppapap	84	94.3	72.8	103.8	87.4	86.6
ABplppapapa	NA	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA	NA
ABplppapp	57	48.4	48.3	63.6	68.9	50.3
ABplppappa	79	97.9	78	104.5	88.6	87.1
ABplppappaa	NA	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA	NA
ABplppappp	89	96.3	83	116.6	104.2	98.8
ABplppapppa	NA	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA	NA
ABplppp	28	23.9	24.1	27	25.6	23.9
ABplpppa	38	34.6	30	34.6	36	31.6
ABplpppaa	52	48.4	36.2	49.1	48	40.8
ABplpppaaa	64	86.3	70.6	94.6	93.8	77.9
ABplpppaaaa	NA	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA	NA
ABplpppaap	32	76.5	67.4	82.9	90.3	69.7
ABplpppaapa	176	NA	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA	NA
ABplpppap	52	51.6	42.3	52.4	52.7	43.9
ABplpppapa	49	58.6	62.8	59.7	55.2	65
ABplpppapaa	NA	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA	NA
ABplpppp	38	33.1	30	34.6	31.5	30.1
ABplppppa	47	49.9	39.3	52.4	49.5	43.8
ABplppppaa	69	69.8	67.5	86.5	78.3	64.9
ABplppppaaa	NA	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA	NA
ABplppppap	59	71.6	65.9	81.3	80	66.5
ABplppppapa	NA	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA	NA
ABplppppp	49	53.1	43.8	52.4	55.8	50.1
ABplpppppa	67	101.6	89	127.5	114.7	110
ABplpppppaa	NA	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA	NA
ABplpppppp	67	66.7	62.9	73.1	75.3	63.6
ABplppppppa	NA	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA	NA
ABpr	17	4.5	6	10.5	12	7.5
ABpra	21	13.5	13.5	13.6	15.1	13.5
ABpraa	29	22.6	19.6	24.1	21	19.6
ABpraaa	28	26.9	23.9	28.5	30.1	25.4
ABpraaaa	38	36.1	33	42.2	42.2	34.6
ABpraaaaa	62	50.2	45.3	52.8	53.1	47.1
ABpraaaaaa	79	103.5	77.7	104.2	99.8	90
ABpraaaaaaa	NA	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA	NA
ABpraaaaap	89	118.7	90.9	121.6	105	113.5
ABpraaaaapd	NA	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA	NA
ABpraaaap	52	43.9	37.8	44.9	46.8	37.8
ABpraaaapa	79	84.6	67.5	100.1	101.1	68
ABpraaaapad	NA	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA	NA
ABpraaaapp	59	79.7	57.9	74.8	75.4	68
ABpraaaappa	NA	NA	NA	NA	NA	NA
ABpraaaappp	94	NA	87.8	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA	NA
ABpraaap	38	33.1	31.5	36.1	34.5	31.6
ABpraaapa	52	46.9	43.8	52.6	51.1	43.8
ABpraaapaa	64	88	74.3	108.9	88.9	91.1
ABpraaapaad	NA	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA	NA
ABpraaapap	74	76.5	69.4	91.7	77	77.9
ABpraaapapa	104	NA	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA	NA
ABpraaapp	42	37.8	36.2	43.1	41.6	37.8
ABpraaappa	64	80.9	67.4	84.5	78.1	74.3
ABpraaappaa	NA	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA	NA
ABpraaappp	44	51.6	48.1	59.5	54.8	50
ABpraaapppa	89	79.1	75.1	NA	83.4	72.4
ABpraaapppaa	NA	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA	NA
ABpraaapppp	89	77.5	66.8	88.3	90.5	80.9
ABpraaappppa	NA	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA	NA
ABpraap	28	23.9	23.9	25.5	28.6	25.4
ABpraapa	38	34.6	31.5	37.6	37.7	33.1
ABpraapaa	57	45.4	40.8	50.9	51.2	43.9
ABpraapaaa	74	81.2	67.6	100.1	90.6	74.8
ABpraapaaaa	NA	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA	NA
ABpraapaap	59	73	61.1	88.2	85.5	65
ABpraapaapa	NA	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA	NA
ABpraapap	57	46.9	40.8	52.5	48	42.3
ABpraapapa	79	97.9	79	107	92.2	87.8
ABpraapapaa	NA	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA	NA
ABpraapapp	59	69.9	58	69.9	68.5	60
ABpraapappa	NA	NA	NA	NA	NA	NA
ABpraapappp	104	NA	98.2	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA	NA
ABpraapp	38	33.1	30	34.6	33	28.6
ABpraappa	57	43.8	40.8	49.1	48	40.8
ABpraappaa	NA	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA	NA
ABpraappp	47	42.3	40.8	50.7	48	40.8
ABpraapppa	NA	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA	NA
ABprap	29	21.1	21.1	22.6	22.5	21.1
ABprapa	28	26.9	24.1	27	27.1	25.4
ABprapaa	38	34.6	33	37.6	37.7	34.6
ABprapaaa	49	45.4	42.3	50.9	46.5	45.6
ABprapaaaa	87	91.3	74.4	117.2	92.1	76.7
ABprapaaaaa	NA	NA	NA	NA	NA	NA
ABprapaaaap	114	NA	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA	NA
ABprapaaap	82	89.6	67.9	105.2	98.8	86.6
ABprapaaapa	119	NA	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA	NA
ABprapaap	52	46.9	46.8	58.9	56.1	51.8
ABprapaapa	NA	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA	NA
ABprapap	38	33.1	28.5	36.1	33	31.6
ABprapapa	47	45.4	45.3	50.9	49.5	43.9
ABprapapaa	329	NA	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA	NA
ABprapapp	47	40.8	40.8	50.9	44.8	43.9
ABprapappa	NA	NA	NA	NA	NA	NA
ABprapappp	79	84.2	95.3	106.8	101.8	97.9
ABprapapppa	NA	NA	NA	NA	NA	NA
ABprapapppp	94	NA	NA	NA	NA	NA
ABprapappppa	84	NA	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA	NA
ABprapp	28	25.4	24.1	28.5	28.6	25.4
ABprappa	38	36.1	33	39.1	42.2	37.6
ABprappaa	45	45.4	42.3	52.6	50	47.2
ABprappaaa	NA	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA	NA
ABprappap	45	45.4	46.8	57.4	59.6	48.8
ABprappapa	NA	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA	NA
ABprappp	38	39.1	34.5	43.7	45.3	36.1
ABprapppa	57	54.8	43.8	52.8	58.1	47.2
ABprapppaa	79	107.4	77.9	102.6	100.5	88.6
ABprapppaaa	NA	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA	NA
ABprapppap	59	73.9	58.3	82.1	79.8	70.4
ABprapppapa	NA	NA	NA	NA	NA	NA
ABprapppapp	114	NA	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA	NA
ABprapppp	57	56.3	45.3	59.1	64.6	53.3
ABprappppa	NA	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA	NA
ABprp	21	13.5	13.5	15.1	15.1	13.5
ABprpa	29	22.6	21.1	22.6	22.5	22.6
ABprpaa	28	25.4	25.6	28.5	28.6	25.4
ABprpaaa	38	33.1	31.5	36.1	33	30.1
ABprpaaaa	49	39.3	37.7	49.4	46.5	39.3
ABprpaaaaa	67	84.1	67.6	105.2	90.1	76.1
ABprpaaaaaa	NA	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA	NA
ABprpaaaap	67	76	61.1	83.2	75	68
ABprpaaaapa	NA	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA	NA
ABprpaaap	49	43.8	40.8	52.6	48	42.3
ABprpaaapa	87	99.3	90.7	119.2	116.1	101.1
ABprpaaapaa	NA	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA	NA
ABprpaaapp	67	71.3	61.3	75	80.1	64.9
ABprpaaappa	115	NA	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA	NA
ABprpaap	38	30.1	28.5	34.6	33	30.1
ABprpaapa	49	43.8	40.8	52.5	48	43.9
ABprpaapaa	77	76	69.3	96.8	100.4	69.9
ABprpaapaaa	NA	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA	NA
ABprpaapap	77	84.2	80.6	91.6	93.7	71.5
ABprpaapapa	NA	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA	NA
ABprpaapp	42	42.3	39.3	49.4	46.5	39.3
ABprpaappa	81	77.6	70.8	94.8	86.8	74.5
ABprpaappaa	NA	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA	NA
ABprpaappp	74	69.5	64.3	78	76.6	66.3
ABprpaapppa	NA	NA	NA	NA	NA	NA
ABprpaapppp	114	NA	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA	NA
ABprpap	28	25.4	24.1	27	27.1	23.9
ABprpapa	38	34.6	33	37.6	37.7	31.6
ABprpapaa	49	46.9	43.8	54.1	51.2	45.4
ABprpapaaa	81	74.7	66.3	91.9	87.3	70
ABprpapaaaa	NA	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA	NA
ABprpapaap	77	76.5	71.2	97	92.3	84.8
ABprpapaapa	NA	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA	NA
ABprpapap	47	46.9	40.8	54.1	46.5	40.8
ABprpapapa	64	71.6	62.9	78.4	75.1	64.8
ABprpapapaa	NA	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA	NA
ABprpapapp	69	71.6	62.9	80.1	80.1	69.7
ABprpapappa	NA	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA	NA
ABprpapp	38	31.6	30	34.6	33	30.1
ABprpappa	42	49.9	45.3	58.7	52.7	40.8
ABprpappaa	69	55.2	59.8	81.8	80.2	61.5
ABprpappaaa	NA	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA	NA
ABprpappap	69	66.6	59.8	81.8	80.2	64.7
ABprpappapa	NA	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA	NA
ABprpappp	49	49.9	46.8	60.4	52.7	42.3
ABprpapppa	67	76.5	71.2	100.6	88.7	94.4
ABprpapppaa	NA	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA	NA
ABprpapppp	62	71.6	59.8	80.3	76.9	71.3
ABprpappppa	NA	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA	NA
ABprpp	29	22.6	22.6	24.1	22.5	22.6
ABprppa	28	26.9	25.6	27	27.1	26.9
ABprppaa	38	34.6	34.5	42.2	42.2	33.1
ABprppaaa	57	57.8	47	59.1	59.6	53.3
ABprppaaaa	67	65.7	55.4	74	66	62.4
ABprppaaaaa	NA	NA	NA	NA	NA	NA
ABprppaaaap	111	NA	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA	NA
ABprppaap	62	50.2	43.8	52.8	56.4	51.8
ABprppaapa	79	91.6	76.3	118.1	89.7	85.5
ABprppaapaa	NA	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA	NA
ABprppaapp	69	90.1	76.3	100.9	86.2	85.5
ABprppaappa	NA	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA	NA
ABprppap	38	33.1	31.5	37.6	37.7	30.1
ABprppapa	57	45.4	40.8	57.4	52.9	43.9
ABprppapaa	59	83	64.7	85.4	80.6	66.7
ABprppapaaa	119	NA	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA	NA
ABprppapap	84	102.9	84.2	102.6	102.9	84.8
ABprppapapa	NA	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA	NA
ABprppapp	57	48.6	45.3	60.6	54.5	48.6
ABprppappa	74	91.5	76.4	99.4	97.8	71.9
ABprppappaa	NA	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA	NA
ABprppappp	89	96.5	94.5	120.1	106.5	88.4
ABprppapppa	NA	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA	NA
ABprppp	28	25.4	24.1	27	27.1	25.4
ABprpppa	38	33.1	31.5	34.6	33	31.6
ABprpppaa	52	40.8	43.8	54.1	48	43.9
ABprpppaaa	64	89.1	69.6	93.5	95.3	74.9
ABprpppaaaa	NA	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA	NA
ABprpppaap	59	84.2	69.6	95.2	85	83.2
ABprpppaapa	149	NA	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA	NA
ABprpppap	52	54.7	46.8	52.5	52.7	48.6
ABprpppapa	49	67	56.8	61.6	60.2	58.7
ABprpppapaa	NA	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA	NA
ABprpppp	38	31.6	30	34.6	34.5	31.6
ABprppppa	49	45.3	42.3	52.5	48	43.9
ABprppppaa	67	76.2	69.4	85	80.1	68.4
ABprppppaaa	NA	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA	NA
ABprppppap	57	68	62.9	83.3	81.7	68.4
ABprppppapa	NA	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA	NA
ABprppppp	49	49.9	43.8	60.4	67.2	47.1
ABprpppppa	67	98	66.3	140.7	NA	85
ABprpppppaa	NA	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA	NA
ABprpppppp	67	63.3	59.8	75.4	77.9	62
ABprppppppa	NA	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA	NA
C	23	12	12	13.6	15	15
Ca	29	19.5	21.1	19.5	21.1	21.1
Caa	37	25.6	24	27.1	28.6	26.9
Caaa	27	33.1	33.1	33.2	36	36.1
Caaaa	51	49.8	46.8	53.5	47.7	46.9
Caaaaa	NA	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA	NA
Caaap	56	42.2	39.2	42.5	41.5	43.9
Caaapa	NA	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA	NA
Caap	46	45.1	39.1	42.2	49.7	45.1
Caapa	147	130.2	108.4	146.9	144.2	107.9
Caapaa	NA	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA	NA
Caapp	52	50.2	43.8	49.1	58	51.9
Caappd	NA	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA	NA
Cap	37	33	31.6	34.6	36.1	31.4
Capa	54	48.2	46.5	52.8	49.8	48.2
Capaa	54	45.8	44.2	57.9	56.7	46
Capaaa	74	78.9	70.4	94.7	90.2	77.6
Capaaaa	NA	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA	NA
Capaap	84	93.9	85.3	120.7	100.7	97.7
Capaapa	NA	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA	NA
Capap	54	45.8	44.2	57.9	56.7	47.6
Capapa	79	92.2	80.3	103.4	92.1	79.4
Capapaa	NA	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA	NA
Capapp	85	100.6	88.6	119.1	95.4	96.2
Capappa	NA	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA	NA
Capp	61	43.6	40.5	45.2	42.2	40.6
Cappa	42	48.8	45.6	57.5	54.7	53.6
Cappaa	69	70.5	57.1	92.5	72.5	69.2
Cappaaa	NA	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA	NA
Cappap	79	97.1	81.6	116.6	99.8	87.6
Cappapa	NA	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA	NA
