Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
ABplaaaapp	NA	NA	NA	NA	NA	NA
ABplaaap	38	33.6	37.7	34.2	35.8	38.5
ABplaaapa	67	49.2	44.7	50.7	48.9	45.3
ABplaaapaa	NA	NA	NA	NA	NA	NA
ABplaaapap	NA	NA	NA	NA	NA	NA
ABplaaapp	52	42.9	44.7	43.5	45.8	47.1
ABplaaappa	NA	NA	NA	NA	NA	NA
ABplaaappp	NA	NA	NA	NA	NA	NA
ABplaap	28	24.3	25.6	23.3	25.8	24
ABplaapa	38	36.6	37.7	35.6	35.8	38.5
ABplaapaa	57	47.7	50	43.5	47.3	48.7
ABplaapaaa	79	92.7	84.6	87.8	87.8	82
ABplaapaaaa	NA	NA	NA	NA	NA	NA
ABplaapaaap	NA	NA	NA	NA	NA	NA
ABplaapaap	59	70.9	71.6	74	73.3	67.9
ABplaapaapa	NA	NA	NA	NA	NA	NA
ABplaapaapp	NA	NA	NA	NA	NA	NA
ABplaapap	57	46.2	46.5	43.5	42.7	42
ABplaapapa	79	89.1	88.2	90.8	102.2	90.2
ABplaapapaa	NA	NA	NA	NA	NA	NA
ABplaapapap	NA	NA	NA	NA	NA	NA
ABplaapapp	54	60.9	66.1	66.3	71.5	65.7
ABplaapappa	NA	NA	NA	NA	NA	NA
ABplaapappp	109	NA	106.1	NA	NA	NA
ABplaapapppa	NA	NA	NA	NA	NA	NA
ABplaapapppp	NA	NA	NA	NA	NA	NA
ABplaapp	38	32	30.8	30.1	32.9	32.1
ABplaappa	57	42.9	46.3	44.7	45.7	45.1
ABplaappaa	NA	NA	NA	NA	NA	NA
ABplaappap	NA	NA	NA	NA	NA	NA
ABplaappp	42	39.8	41.1	40.4	44.2	41.9
ABplaapppa	NA	NA	NA	NA	NA	NA
ABplaapppp	NA	NA	NA	NA	NA	NA
ABplap	29	19.9	24	20.5	21.4	22.5
ABplapa	28	25.8	27.3	23.3	24.3	25.6
ABplapaa	38	38.1	35.9	39.7	35.7	38.5
ABplapaaa	47	44.6	46.5	43.6	44.1	46.9
ABplapaaaa	89	87.5	80.8	94.3	84.3	87.1
ABplapaaaaa	NA	NA	NA	NA	NA	NA
ABplapaaaap	109	NA	NA	NA	NA	NA
ABplapaaaapa	NA	NA	NA	NA	NA	NA
ABplapaaaapp	NA	NA	NA	NA	NA	NA
ABplapaaap	84	89.1	82.6	89.7	94	81.8
ABplapaaapa	114	NA	NA	NA	NA	NA
ABplapaaapad	NA	NA	NA	NA	NA	NA
ABplapaaapav	NA	NA	NA	NA	NA	NA
ABplapaaapp	NA	NA	NA	NA	NA	NA
ABplapaap	47	46.2	50	52.2	48.7	53.6
ABplapaapa	NA	NA	NA	NA	NA	NA
ABplapaapp	NA	NA	NA	NA	NA	NA
ABplapap	38	32	34.1	32.8	31.5	33.7
ABplapapa	42	42.9	42.9	47.7	42.5	45.2
ABplapapaa	334	NA	NA	NA	NA	NA
ABplapapaaa	NA	NA	NA	NA	NA	NA
ABplapapaap	NA	NA	NA	NA	NA	NA
ABplapapap	NA	NA	NA	NA	NA	NA
ABplapapp	42	45.9	42.9	44.8	45.6	41.9
ABplapappa	NA	NA	NA	NA	NA	NA
ABplapappp	84	109	100.8	90.8	88.9	86.5
ABplapapppa	NA	NA	NA	NA	NA	NA
ABplapapppp	94	NA	NA	NA	NA	NA
ABplapappppa	84	NA	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA	NA
ABplapp	28	25.8	27.3	23.3	24.3	25.6
ABplappa	38	33.6	39.3	35.6	37.3	36.9
ABplappaa	42	46	49.9	49.2	47.3	46.9
ABplappaaa	NA	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA	NA
ABplappap	42	52.2	49.9	47.8	48.8	46.9
ABplappapa	NA	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA	NA
ABplappp	38	38.1	42.8	38.3	40.1	41.7
ABplapppa	57	47.7	50	53.7	49	48.8
ABplapppaa	79	101.2	88.8	91.9	96.4	94.6
ABplapppaaa	NA	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA	NA
ABplapppap	59	75.9	70.3	67.2	70.3	69.8
ABplapppapa	NA	NA	NA	NA	NA	NA
ABplapppapp	114	NA	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA	NA
ABplapppp	57	49.3	53.5	56.6	52	53.7
ABplappppa	NA	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA	NA
ABplp	21	12.1	13.6	13.7	14.3	14.4
ABplpa	29	22.9	24	20.5	21.4	22.5
ABplpaa	28	25.8	27.4	23.3	25.8	25.6
ABplpaaa	38	32	35.9	34.2	30	33.7
ABplpaaaa	47	41.4	41.2	43.5	42.5	41.9
ABplpaaaaa	69	90.4	74.9	90.8	82.2	84.7
ABplpaaaaaa	NA	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA	NA
ABplpaaaap	64	72.1	65.8	80.1	72.6	69.1
ABplpaaaapa	NA	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA	NA
ABplpaaap	47	44.5	43	47.8	44	45.2
ABplpaaapa	84	104	99.2	114.7	115	99
ABplpaaapaa	NA	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA	NA
ABplpaaapp	69	74	75.1	78.8	77.5	67.5
ABplpaaappa	119	NA	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA	NA
ABplpaap	38	30.5	32.4	31.5	30	33.7
ABplpaapa	52	41.4	46.5	46.2	44	45.2
ABplpaapaa	79	86.9	75.1	86.2	85.5	91.9
ABplpaapaaa	NA	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA	NA
ABplpaapap	84	86.9	82.5	87.8	85.5	86.7
ABplpaapapa	NA	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA	NA
ABplpaapp	42	38.2	42.9	44.8	44	43.5
ABplpaappa	74	81.7	69.5	81.6	82.3	82.9
ABplpaappaa	NA	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA	NA
ABplpaappp	64	73.4	65.8	72.4	77.5	76
ABplpaapppa	NA	NA	NA	NA	NA	NA
ABplpaapppp	119	NA	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA	NA
ABplpap	28	24.3	27.4	23.3	25.8	25.6
ABplpapa	38	32	35.9	32.8	32.9	33.7
ABplpapaa	47	47.6	44.7	49.1	50.2	46.8
ABplpapaaa	84	77.3	75.2	89.7	86.2	81.5
ABplpapaaaa	NA	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA	NA
ABplpapaap	79	85.6	77.1	85	91.1	81.5
ABplpapaapa	NA	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA	NA
ABplpapap	47	44.4	46.5	50.6	47.2	50.2
ABplpapapa	64	77.1	69.7	72.8	73.1	67.8
ABplpapapaa	NA	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA	NA
ABplpapapp	74	78.7	71.5	78.9	79.5	78.2
ABplpapappa	NA	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA	NA
ABplpapp	38	30.5	32.4	30.1	30	33.7
ABplpappa	37	44.4	46.5	44.8	44	43.5
ABplpappaa	54	58.9	53.2	52.7	60	55.3
ABplpappaaa	NA	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA	NA
ABplpappp	49	49.1	48.2	53.3	50	51.8
ABplpapppa	57	77.3	80.8	88.2	81.2	83.6
ABplpapppaa	NA	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA	NA
ABplpapppp	62	83.9	71.5	94.4	82.8	99.5
ABplpappppa	NA	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA	NA
ABplpp	29	22.9	24	19.2	22.8	24.1
ABplppa	28	25.8	29.1	26	25.8	28.8
ABplppaa	38	35.1	37.7	34.2	37.3	36.9
ABplppaaa	57	49.3	51.7	53.6	53.6	53.7
ABplppaaaa	69	62.8	61	64	64.1	61.4
ABplppaaaaa	NA	NA	NA	NA	NA	NA
ABplppaaaap	104	NA	94.8	NA	NA	84.5
ABplppaaaapa	NA	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA	NA
ABplppaap	62	50.8	48.2	55.1	58.1	50.4
ABplppaapa	74	93	82.9	84.1	82.3	87.5
ABplppaapaa	NA	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA	NA
ABplppaapp	69	77.8	75.5	87.2	77.4	84
ABplppaappa	NA	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA	NA
ABplppap	38	32	35.9	32.8	34.4	35.3
ABplppapa	57	46	49.9	50.7	50.3	47.1
ABplppapaa	59	75.6	70	74.5	76.7	78.5
ABplppapaaa	119	NA	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA	NA
ABplppapap	84	95.7	82.9	94.5	83.2	92.6
ABplppapapa	NA	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA	NA
ABplppapp	57	49.2	55.1	57.9	65.6	53.7
ABplppappa	79	99.4	88.8	95.1	84.3	93
ABplppappaa	NA	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA	NA
ABplppappp	89	97.7	94.5	106.2	99.2	105.6
ABplppapppa	NA	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA	NA
ABplppp	28	24.3	27.4	24.6	24.3	25.6
ABplpppa	38	35.1	34.1	31.5	34.3	33.7
ABplpppaa	52	49.2	41.2	44.8	45.7	43.6
ABplpppaaa	64	87.7	80.4	86.1	89.3	83.2
ABplpppaaaa	NA	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA	NA
ABplpppaap	32	77.6	76.8	75.5	86	74.4
ABplpppaapa	176	NA	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA	NA
ABplpppap	52	52.3	48.2	47.7	50.2	46.9
ABplpppapa	49	59.6	71.5	54.4	52.6	69.4
ABplpppapaa	NA	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA	NA
ABplpppp	38	33.6	34.1	31.5	30	32.1
ABplppppa	47	50.7	44.7	47.7	47.1	46.8
ABplppppaa	69	70.9	76.9	78.7	74.6	69.3
ABplppppaaa	NA	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA	NA
ABplppppap	59	72.7	75.1	74.1	76.1	71
ABplppppapa	NA	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA	NA
ABplppppp	49	53.9	50	47.7	53.1	53.5
ABplpppppa	67	103.1	101.4	116.1	109.2	117.6
ABplpppppaa	NA	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA	NA
ABplpppppp	67	67.8	71.6	66.5	71.6	67.9
ABplppppppa	NA	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA	NA
ABpr	17	4.5	6.8	9.5	11.4	8
ABpra	21	13.7	15.3	12.3	14.3	14.4
ABpraa	29	22.9	22.3	21.9	19.9	20.9
ABpraaa	28	27.4	27.3	26	28.6	27.2
ABpraaaa	38	36.6	37.6	38.4	40.1	36.9
ABpraaaaa	62	50.9	51.7	48	50.6	50.3
ABpraaaaaa	79	105	88.5	94.9	95.1	96.1
ABpraaaaaaa	NA	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA	NA
ABpraaaaap	89	120.5	103.6	110.7	100	121.2
ABpraaaaapd	NA	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA	NA
ABpraaaap	52	44.6	43	40.8	44.5	40.3
ABpraaaapa	79	86	76.9	91.2	96.2	72.6
ABpraaaapad	NA	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA	NA
ABpraaaapp	59	81	65.9	68.2	71.8	72.6
ABpraaaappa	NA	NA	NA	NA	NA	NA
ABpraaaappp	94	NA	100.1	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA	NA
ABpraaap	38	33.6	35.9	32.8	32.9	33.7
ABpraaapa	52	47.7	50	47.9	48.7	46.8
ABpraaapaa	64	89.3	84.6	99.1	84.6	97.3
ABpraaapaad	NA	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA	NA
ABpraaapap	74	77.6	79	83.6	73.3	83.2
ABpraaapapa	104	NA	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA	NA
ABpraaapp	42	38.3	41.2	39.3	39.7	40.3
ABpraaappa	64	82.1	76.8	76.9	74.3	79.3
ABpraaappaa	NA	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA	NA
ABpraaappp	44	52.4	54.9	54.1	52.1	53.5
ABpraaapppa	89	80.4	85.7	NA	79.4	77.3
ABpraaapppaa	NA	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA	NA
ABpraaapppp	89	78.6	76.1	80.5	86.1	86.4
ABpraaappppa	NA	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA	NA
ABpraap	28	24.3	27.3	23.3	27.2	27.2
ABpraapa	38	35.1	35.9	34.2	35.8	35.3
ABpraapaa	57	46.2	46.5	46.3	48.8	46.9
ABpraapaaa	74	82.4	77.1	91.1	86.3	79.8
ABpraapaaaa	NA	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA	NA
ABpraapaap	59	74.1	69.7	80.3	81.5	69.4
ABpraapaapa	NA	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA	NA
ABpraapap	57	47.7	46.5	47.8	45.7	45.2
ABpraapapa	79	99.4	90	97.4	87.7	93.7
ABpraapapaa	NA	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA	NA
ABpraapapp	59	70.9	66.1	63.6	65.2	64
ABpraapappa	NA	NA	NA	NA	NA	NA
ABpraapappp	104	NA	112	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA	NA
ABpraapp	38	33.6	34.1	31.5	31.5	30.5
ABpraappa	57	44.5	46.5	44.8	45.7	43.5
ABpraappaa	NA	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA	NA
ABpraappp	47	42.9	46.5	46.2	45.7	43.5
ABpraapppa	NA	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA	NA
ABprap	29	21.4	24	20.5	21.4	22.5
ABprapa	28	27.4	27.4	24.6	25.8	27.2
ABprapaa	38	35.1	37.6	34.2	35.8	36.9
ABprapaaa	49	46.2	48.2	46.3	44.2	48.7
ABprapaaaa	87	92.7	84.7	106.7	87.6	82
ABprapaaaaa	NA	NA	NA	NA	NA	NA
ABprapaaaap	114	NA	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA	NA
ABprapaaap	82	90.9	77.3	95.8	94.1	92.6
ABprapaaapa	119	NA	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA	NA
ABprapaap	52	47.7	53.4	53.6	53.4	55.3
ABprapaapa	NA	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA	NA
ABprapap	38	33.6	32.4	32.8	31.5	33.7
ABprapapa	47	46.2	51.7	46.3	47.1	46.9
ABprapapaa	329	NA	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA	NA
ABprapapp	47	41.4	46.5	46.3	42.6	46.9
ABprapappa	NA	NA	NA	NA	NA	NA
ABprapappp	79	85.4	108.6	97.2	96.9	104.5
ABprapapppa	NA	NA	NA	NA	NA	NA
ABprapapppp	94	NA	NA	NA	NA	NA
ABprapappppa	84	NA	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA	NA
ABprapp	28	25.8	27.4	26	27.2	27.2
ABprappa	38	36.6	37.6	35.6	40.1	40.1
ABprappaa	45	46.2	48.2	48	47.6	50.4
ABprappaaa	NA	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA	NA
ABprappap	45	46.2	53.4	52.2	56.7	52.1
ABprappapa	NA	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA	NA
ABprappp	38	39.7	39.4	39.8	43.1	38.5
ABprapppa	57	55.7	50	48	55.4	50.4
ABprapppaa	79	109	88.7	93.4	95.7	94.6
ABprapppaaa	NA	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA	NA
ABprapppap	59	75	66.4	74.7	76	75.1
ABprapppapa	NA	NA	NA	NA	NA	NA
ABprapppapp	114	NA	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA	NA
ABprapppp	57	57.2	51.7	53.9	61.5	57
ABprappppa	NA	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA	NA
ABprp	21	13.7	15.3	13.7	14.3	14.4
ABprpa	29	22.9	24	20.5	21.4	24.1
ABprpaa	28	25.8	29.1	26	27.2	27.2
ABprpaaa	38	33.6	35.9	32.8	31.5	32.1
ABprpaaaa	49	39.9	42.9	44.9	44.2	41.9
ABprpaaaaa	67	85.3	77.1	95.8	85.8	81.2
ABprpaaaaaa	NA	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA	NA
ABprpaaaap	67	77.1	69.7	75.7	71.4	72.6
ABprpaaaapa	NA	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA	NA
ABprpaaap	49	44.5	46.5	47.9	45.7	45.2
ABprpaaapa	87	100.8	103.3	108.5	110.5	107.9
ABprpaaapaa	NA	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA	NA
ABprpaaapp	67	72.3	69.8	68.3	76.2	69.3
ABprpaaappa	115	NA	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA	NA
ABprpaap	38	30.5	32.4	31.5	31.5	32.1
ABprpaapa	49	44.4	46.5	47.8	45.7	46.9
ABprpaapaa	77	77.1	78.9	88.1	95.6	74.6
ABprpaapaaa	NA	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA	NA
ABprpaapap	77	85.4	91.9	83.5	89.2	76.3
ABprpaapapa	NA	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA	NA
ABprpaapp	42	42.9	44.7	44.9	44.2	41.9
ABprpaappa	81	78.7	80.6	86.4	82.6	79.5
ABprpaappaa	NA	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA	NA
ABprpaappp	74	70.5	73.2	71.1	73	70.8
ABprpaapppa	NA	NA	NA	NA	NA	NA
ABprpaapppp	114	NA	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA	NA
ABprpap	28	25.8	27.4	24.6	25.8	25.6
ABprpapa	38	35.1	37.6	34.2	35.8	33.7
ABprpapaa	49	47.7	49.9	49.3	48.8	48.6
ABprpapaaa	81	75.9	75.5	83.7	83.1	74.7
ABprpapaaaa	NA	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA	NA
ABprpapaap	77	77.6	81.1	88.3	87.9	90.5
ABprpapaapa	NA	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA	NA
ABprpapap	47	47.7	46.5	49.3	44.2	43.6
ABprpapapa	64	72.7	71.6	71.4	71.5	69.2
ABprpapapaa	NA	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA	NA
ABprpapapp	69	72.7	71.6	72.9	76.3	74.4
ABprpapappa	NA	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA	NA
ABprpapp	38	32	34.1	31.5	31.5	32.1
ABprpappa	42	50.7	51.7	53.5	50.1	43.5
ABprpappaa	69	56.1	68.1	74.5	76.4	65.6
ABprpappaaa	NA	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA	NA
ABprpappap	69	67.7	68.1	74.5	76.4	69.1
ABprpappapa	NA	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA	NA
ABprpappp	49	50.7	53.4	55	50.1	45.2
ABprpapppa	67	77.6	81.1	91.7	84.5	100.8
ABprpapppaa	NA	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA	NA
ABprpapppp	62	72.7	68.1	73.1	73.2	76.1
ABprpappppa	NA	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA	NA
ABprpp	29	22.9	25.7	21.9	21.4	24.1
ABprppa	28	27.4	29.1	24.6	25.8	28.8
ABprppaa	38	35.1	39.4	38.4	40.1	35.3
ABprppaaa	57	58.7	53.5	53.9	56.7	57
ABprppaaaa	67	66.7	63.1	67.4	62.8	66.6
ABprppaaaaa	NA	NA	NA	NA	NA	NA
ABprppaaaap	111	NA	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA	NA
ABprppaap	62	50.9	50	48	53.6	55.3
ABprppaapa	79	93.1	87	107.5	85.4	91.3
ABprppaapaa	NA	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA	NA
ABprppaapp	69	91.4	87	91.9	82.1	91.3
ABprppaappa	NA	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA	NA
ABprppap	38	33.6	36	34.2	35.8	32.1
ABprppapa	57	46.2	46.5	52.2	50.3	46.9
ABprppapaa	59	84.2	73.7	77.8	76.7	71.2
ABprppapaaa	119	NA	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA	NA
ABprppapap	84	104.4	95.9	93.4	97.9	90.5
ABprppapapa	NA	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA	NA
ABprppapp	57	49.3	51.7	55.1	51.8	51.9
ABprppappa	74	92.9	87	90.5	93.1	76.8
ABprppappaa	NA	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA	NA
ABprppappp	89	97.9	107.7	109.3	101.4	94.4
ABprppapppa	NA	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA	NA
ABprppp	28	25.8	27.4	24.6	25.8	27.2
ABprpppa	38	33.6	35.9	31.5	31.5	33.7
ABprpppaa	52	41.4	49.9	49.2	45.7	46.9
ABprpppaaa	64	90.4	79.3	85.1	90.7	80
ABprpppaaaa	NA	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA	NA
ABprpppaap	59	85.4	79.3	86.7	81	88.8
ABprpppaapa	149	NA	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA	NA
ABprpppap	52	55.5	53.4	47.8	50.1	51.9
ABprpppapa	49	68	64.7	56.1	57.3	62.8
ABprpppapaa	NA	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA	NA
ABprpppp	38	32	34.1	31.5	32.9	33.7
ABprppppa	49	46	48.3	47.8	45.7	46.9
ABprppppaa	67	77.3	79	77.4	76.2	73
ABprppppaaa	NA	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA	NA
ABprppppap	57	69	71.6	75.8	77.8	73
ABprppppapa	NA	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA	NA
ABprppppp	49	50.7	50	55	63.9	50.3
ABprpppppa	67	99.5	75.5	128.2	NA	90.7
ABprpppppaa	NA	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA	NA
ABprpppppp	67	64.3	68.1	68.6	74.1	66.2
ABprppppppa	NA	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA	NA
C	23	12.1	13.6	12.3	14.2	16
Ca	29	19.8	24	17.7	20	22.5
Caa	37	25.9	27.3	24.6	27.2	28.8
Caaa	27	33.6	37.7	30.2	34.3	38.5
Caaaa	51	50.5	53.3	48.7	45.4	50.2
Caaaaa	NA	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA	NA
Caaap	56	42.8	44.6	38.8	39.5	46.9
Caaapa	NA	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA	NA
Caap	46	45.7	44.5	38.4	47.3	48.1
Caapa	147	132.2	123.6	133.7	137.3	115.3
Caapaa	NA	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA	NA
Caapp	52	50.9	50	44.8	55.2	55.5
Caappd	NA	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA	NA
Cap	37	33.6	36	31.6	34.3	33.6
Capa	54	48.9	53.1	48	47.5	51.4
Capaa	54	46.5	50.3	52.7	53.9	49.1
Capaaa	74	80.1	80.2	86.3	85.9	82.8
Capaaaa	NA	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA	NA
Capaap	84	95.3	97.2	110	95.8	104.3
Capaapa	NA	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA	NA
Capap	54	46.5	50.3	52.7	53.9	50.8
Capapa	79	93.6	91.5	94.1	87.6	84.8
Capapaa	NA	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA	NA
Capapp	85	102.1	100.9	108.4	90.9	102.7
Capappa	NA	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA	NA
Capp	61	44.2	46.2	41.1	40.1	43.3
Cappa	42	49.5	51.9	52.3	52.1	57.2
Cappaa	69	71.5	65	84.2	69	74
Cappaaa	NA	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA	NA
Cappap	79	98.5	93.1	106.2	95.1	93.5
