Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
ABplaaap	38	33	36.8	34.8	35.6	38.9
ABplaaapa	67	48.3	43.7	51.5	48.6	45.8
ABplaaapaa	NA	NA	NA	NA	NA	NA
ABplaaapap	NA	NA	NA	NA	NA	NA
ABplaaapp	52	42.1	43.7	44.2	45.5	47.5
ABplaaappa	NA	NA	NA	NA	NA	NA
ABplaaappp	NA	NA	NA	NA	NA	NA
ABplaap	28	23.9	25	23.6	25.6	24.2
ABplaapa	38	36	36.8	36.1	35.6	38.9
ABplaapaa	57	46.8	48.8	44.2	47	49.1
ABplaapaaa	79	91	82.7	89.2	87.3	82.7
ABplaapaaaa	NA	NA	NA	NA	NA	NA
ABplaapaaap	NA	NA	NA	NA	NA	NA
ABplaapaap	59	69.7	70	75.2	72.8	68.5
ABplaapaapa	NA	NA	NA	NA	NA	NA
ABplaapaapp	NA	NA	NA	NA	NA	NA
ABplaapap	57	45.3	45.4	44.2	42.4	42.4
ABplaapapa	79	87.5	86.1	92.3	101.6	91
ABplaapapaa	NA	NA	NA	NA	NA	NA
ABplaapapap	NA	NA	NA	NA	NA	NA
ABplaapapp	54	59.8	64.5	67.4	71	66.4
ABplaapappa	NA	NA	NA	NA	NA	NA
ABplaapappp	109	NA	103.6	NA	NA	NA
ABplaapapppa	NA	NA	NA	NA	NA	NA
ABplaapapppp	NA	NA	NA	NA	NA	NA
ABplaapp	38	31.5	30.1	30.6	32.7	32.4
ABplaappa	57	42.1	45.3	45.4	45.4	45.5
ABplaappaa	NA	NA	NA	NA	NA	NA
ABplaappap	NA	NA	NA	NA	NA	NA
ABplaappp	42	39	40.1	41	43.9	42.3
ABplaapppa	NA	NA	NA	NA	NA	NA
ABplaapppp	NA	NA	NA	NA	NA	NA
ABplap	29	19.5	23.4	20.9	21.2	22.7
ABplapa	28	25.4	26.7	23.6	24.2	25.8
ABplapaa	38	37.4	35	40.3	35.5	38.9
ABplapaaa	47	43.8	45.4	44.3	43.8	47.4
ABplapaaaa	89	85.9	78.9	95.8	83.8	87.9
ABplapaaaaa	NA	NA	NA	NA	NA	NA
ABplapaaaap	109	NA	NA	NA	NA	NA
ABplapaaaapa	NA	NA	NA	NA	NA	NA
ABplapaaaapp	NA	NA	NA	NA	NA	NA
ABplapaaap	84	87.5	80.7	91.1	93.4	82.5
ABplapaaapa	114	NA	NA	NA	NA	NA
ABplapaaapad	NA	NA	NA	NA	NA	NA
ABplapaaapav	NA	NA	NA	NA	NA	NA
ABplapaaapp	NA	NA	NA	NA	NA	NA
ABplapaap	47	45.3	48.8	53.1	48.4	54.1
ABplapaapa	NA	NA	NA	NA	NA	NA
ABplapaapp	NA	NA	NA	NA	NA	NA
ABplapap	38	31.5	33.4	33.4	31.3	34
ABplapapa	42	42.1	41.9	48.5	42.2	45.7
ABplapapaa	334	NA	NA	NA	NA	NA
ABplapapaaa	NA	NA	NA	NA	NA	NA
ABplapapaap	NA	NA	NA	NA	NA	NA
ABplapapap	NA	NA	NA	NA	NA	NA
ABplapapp	42	45.1	41.9	45.5	45.3	42.3
ABplapappa	NA	NA	NA	NA	NA	NA
ABplapappp	84	107.1	98.5	92.2	88.3	87.3
ABplapapppa	NA	NA	NA	NA	NA	NA
ABplapapppp	94	NA	NA	NA	NA	NA
ABplapappppa	84	NA	NA	NA	NA	NA
ABplapappppaa	NA	NA	NA	NA	NA	NA
ABplapappppap	NA	NA	NA	NA	NA	NA
ABplapappppp	NA	NA	NA	NA	NA	NA
ABplapp	28	25.4	26.7	23.6	24.2	25.8
ABplappa	38	33	38.4	36.1	37	37.2
ABplappaa	42	45.2	48.7	50	47	47.4
ABplappaaa	NA	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA	NA
ABplappap	42	51.3	48.7	48.5	48.5	47.4
ABplappapa	NA	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA	NA
ABplappp	38	37.4	41.8	38.9	39.9	42.1
ABplapppa	57	46.8	48.8	54.6	48.7	49.2
ABplapppaa	79	99.4	86.8	93.4	95.8	95.5
ABplapppaaa	NA	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA	NA
ABplapppap	59	74.5	68.7	68.3	69.9	70.4
ABplapppapa	NA	NA	NA	NA	NA	NA
ABplapppapp	114	NA	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA	NA
ABplapppp	57	48.4	52.3	57.5	51.7	54.2
ABplappppa	NA	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA	NA
ABplp	21	11.7	13.6	12.9	13.6	13.9
ABplpa	29	22.2	23.9	19.4	20.3	21.8
ABplpaa	28	25	27.3	21.9	24.5	24.8
ABplpaaa	38	31	35.7	32.2	28.6	32.7
ABplpaaaa	47	40.1	41	41	40.4	40.7
ABplpaaaaa	69	87.5	74.5	85.7	78.2	82.1
ABplpaaaaaa	NA	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA	NA
ABplpaaaap	64	69.8	65.5	75.5	69	67
ABplpaaaapa	NA	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA	NA
ABplpaaap	47	43.1	42.8	45	41.9	43.9
ABplpaaapa	84	100.7	98.7	108.2	109.3	96
ABplpaaapaa	NA	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA	NA
ABplpaaapp	69	71.6	74.6	74.3	73.7	65.4
ABplpaaappa	119	NA	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA	NA
ABplpaap	38	29.5	32.3	29.7	28.6	32.7
ABplpaapa	52	40.1	46.2	43.6	41.9	43.9
ABplpaapaa	79	84.1	74.6	81.3	81.4	89.1
ABplpaapaaa	NA	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA	NA
ABplpaapap	84	84.1	82	82.8	81.4	84.1
ABplpaapapa	NA	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA	NA
ABplpaapp	42	37	42.7	42.2	41.9	42.2
ABplpaappa	74	79.1	69.1	76.9	78.3	80.4
ABplpaappaa	NA	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA	NA
ABplpaappp	64	71	65.5	68.2	73.7	73.7
ABplpaapppa	NA	NA	NA	NA	NA	NA
ABplpaapppp	119	NA	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA	NA
ABplpap	28	23.5	27.3	21.9	24.5	24.8
ABplpapa	38	31	35.7	31	31.3	32.7
ABplpapaa	47	46.1	44.5	46.3	47.8	45.4
ABplpapaaa	84	74.9	74.8	84.6	82	79
ABplpapaaaa	NA	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA	NA
ABplpapaap	79	82.9	76.7	80.2	86.6	79
ABplpapaapa	NA	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA	NA
ABplpapap	47	43	46.2	47.7	44.9	48.6
ABplpapapa	64	74.7	69.3	68.7	69.5	65.7
ABplpapapaa	NA	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA	NA
ABplpapapp	74	76.2	71.1	74.4	75.7	75.9
ABplpapappa	NA	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA	NA
ABplpapp	38	29.5	32.3	28.4	28.6	32.7
ABplpappa	37	43	46.2	42.2	41.9	42.2
ABplpappaa	54	57.1	52.9	49.7	57.1	53.6
ABplpappaaa	NA	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA	NA
ABplpappp	49	47.5	47.9	50.3	47.6	50.2
ABplpapppa	57	74.9	80.3	83.2	77.2	81.1
ABplpapppaa	NA	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA	NA
ABplpapppp	62	81.2	71.1	89	78.7	96.5
ABplpappppa	NA	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA	NA
ABplpp	29	22.2	23.9	18.1	21.7	23.4
ABplppa	28	25	29	24.5	24.5	27.9
ABplppaa	38	34	37.5	32.2	35.4	35.8
ABplppaaa	57	47.7	51.4	50.5	50.9	52.1
ABplppaaaa	69	60.8	60.7	60.3	61	59.5
ABplppaaaaa	NA	NA	NA	NA	NA	NA
ABplppaaaap	104	NA	94.3	NA	NA	82
ABplppaaaapa	NA	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA	NA
ABplppaap	62	49.2	47.9	51.9	55.3	48.8
ABplppaapa	74	90	82.5	79.3	78.3	84.9
ABplppaapaa	NA	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA	NA
ABplppaapp	69	75.3	75.1	82.2	73.6	81.5
ABplppaappa	NA	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA	NA
ABplppap	38	31	35.7	31	32.7	34.2
ABplppapa	57	44.6	49.6	47.8	47.9	45.6
ABplppapaa	59	73.2	69.7	70.2	72.9	76.1
ABplppapaaa	119	NA	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA	NA
ABplppapap	84	92.7	82.5	89.1	79.1	89.8
ABplppapapa	NA	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA	NA
ABplppapp	57	47.6	54.8	54.6	62.3	52.1
ABplppappa	79	96.2	88.4	89.7	80.2	90.2
ABplppappaa	NA	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA	NA
ABplppappp	89	94.6	94	100.1	94.3	102.4
ABplppapppa	NA	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA	NA
ABplppp	28	23.5	27.3	23.2	23.1	24.8
ABplpppa	38	34	34	29.7	32.6	32.7
ABplpppaa	52	47.6	41	42.2	43.4	42.3
ABplpppaaa	64	84.9	80	81.2	84.9	80.6
ABplpppaaaa	NA	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA	NA
ABplpppaap	32	75.2	76.3	71.2	81.8	72.2
ABplpppaapa	176	NA	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA	NA
ABplpppap	52	50.7	47.9	45	47.8	45.5
ABplpppapa	49	57.7	71.1	51.3	50	67.3
ABplpppapaa	NA	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA	NA
ABplpppp	38	32.5	34	29.7	28.6	31.1
ABplppppa	47	49.1	44.5	45	44.8	45.4
ABplppppaa	69	68.7	76.5	74.2	70.9	67.2
ABplppppaaa	NA	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA	NA
ABplppppap	59	70.3	74.6	69.9	72.4	68.8
ABplppppapa	NA	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA	NA
ABplppppp	49	52.1	49.7	45	50.5	51.8
ABplpppppa	67	99.8	100.8	109.5	103.8	114
ABplpppppaa	NA	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA	NA
ABplpppppp	67	65.6	71.2	62.7	68.1	65.8
ABplppppppa	NA	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA	NA
ABpr	17	4.5	6.8	9.5	11.4	8
ABpra	21	13.1	15.1	11.9	14	14
ABpraa	29	22	21.9	21.1	19.4	20.4
ABpraaa	28	26.3	26.8	25.1	27.9	26.5
ABpraaaa	38	35.2	36.9	37	39.1	36
ABpraaaaa	62	48.9	50.8	46.4	49.3	49
ABpraaaaaa	79	100.9	86.9	91.6	92.6	93.8
ABpraaaaaaa	NA	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA	NA
ABpraaaaap	89	115.7	101.7	106.8	97.4	118.3
ABpraaaaapd	NA	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA	NA
ABpraaaap	52	42.9	42.3	39.4	43.4	39.3
ABpraaaapa	79	82.5	75.5	88	93.7	70.8
ABpraaaapad	NA	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA	NA
ABpraaaapp	59	77.8	64.8	65.8	70	70.8
ABpraaaappa	NA	NA	NA	NA	NA	NA
ABpraaaappp	94	NA	98.4	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA	NA
ABpraaap	38	32.2	35.2	31.7	32	32.9
ABpraaapa	52	45.8	49.1	46.2	47.4	45.7
ABpraaapaa	64	85.8	83.1	95.7	82.4	94.9
ABpraaapaad	NA	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA	NA
ABpraaapap	74	74.6	77.6	80.6	71.4	81.1
ABpraaapapa	104	NA	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA	NA
ABpraaapp	42	36.8	40.5	37.9	38.6	39.3
ABpraaappa	64	78.8	75.4	74.2	72.4	77.4
ABpraaappaa	NA	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA	NA
ABpraaappp	44	50.4	53.9	52.3	50.8	52.2
ABpraaapppa	89	77.2	84.1	NA	77.3	75.4
ABpraaapppaa	NA	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA	NA
ABpraaapppp	89	75.5	74.7	77.7	83.9	84.3
ABpraaappppa	NA	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA	NA
ABpraap	28	23.4	26.8	22.5	26.5	26.5
ABpraapa	38	33.7	35.2	33	34.9	34.5
ABpraapaa	57	44.3	45.6	44.7	47.5	45.8
ABpraapaaa	74	79.1	75.7	87.9	84.1	77.9
ABpraapaaaa	NA	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA	NA
ABpraapaap	59	71.1	68.5	77.5	79.4	67.7
ABpraapaapa	NA	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA	NA
ABpraapap	57	45.8	45.6	46.1	44.6	44.1
ABpraapapa	79	95.4	88.4	94	85.5	91.5
ABpraapapaa	NA	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA	NA
ABpraapapp	59	68.1	64.9	61.4	63.5	62.5
ABpraapappa	NA	NA	NA	NA	NA	NA
ABpraapappp	104	NA	110	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA	NA
ABpraapp	38	32.2	33.5	30.4	30.7	29.8
ABpraappa	57	42.8	45.6	43.2	44.5	42.5
ABpraappaa	NA	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA	NA
ABpraappp	47	41.2	45.6	44.6	44.5	42.5
ABpraapppa	NA	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA	NA
ABprap	29	20.5	23.6	19.8	20.8	21.9
ABprapa	28	26.3	26.9	23.8	25.1	26.5
ABprapaa	38	33.7	36.9	33	34.9	36
ABprapaaa	49	44.3	47.3	44.7	43.1	47.5
ABprapaaaa	87	89	83.2	103	85.4	80
ABprapaaaaa	NA	NA	NA	NA	NA	NA
ABprapaaaap	114	NA	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA	NA
ABprapaaap	82	87.3	76	92.4	91.7	90.3
ABprapaaapa	119	NA	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA	NA
ABprapaap	52	45.8	52.5	51.7	52	53.9
ABprapaapa	NA	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA	NA
ABprapap	38	32.2	31.9	31.7	30.7	32.9
ABprapapa	47	44.3	50.8	44.7	45.9	45.8
ABprapapaa	329	NA	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA	NA
ABprapapp	47	39.7	45.6	44.7	41.5	45.8
ABprapappa	NA	NA	NA	NA	NA	NA
ABprapappp	79	82.1	106.6	93.8	94.4	102
ABprapapppa	NA	NA	NA	NA	NA	NA
ABprapapppp	94	NA	NA	NA	NA	NA
ABprapappppa	84	NA	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA	NA
ABprapp	28	24.8	26.9	25.1	26.5	26.5
ABprappa	38	35.2	36.9	34.3	39.1	39.1
ABprappaa	45	44.3	47.3	46.3	46.3	49.1
ABprappaaa	NA	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA	NA
ABprappap	45	44.3	52.5	50.4	55.2	50.8
ABprappapa	NA	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA	NA
ABprappp	38	38.1	38.7	38.4	42	37.6
ABprapppa	57	53.5	49.1	46.4	53.9	49.1
ABprapppaa	79	104.7	87.2	90.1	93.3	92.3
ABprapppaaa	NA	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA	NA
ABprapppap	59	72	65.2	72.1	74.1	73.3
ABprapppapa	NA	NA	NA	NA	NA	NA
ABprapppapp	114	NA	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA	NA
ABprapppp	57	55	50.8	52	59.9	55.6
ABprappppa	NA	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA	NA
ABprp	21	13.2	14.7	12.8	13.6	14
ABprpa	29	22.2	22.9	19.2	20.3	23.4
ABprpaa	28	25	27.8	24.3	25.9	26.4
ABprpaaa	38	32.5	34.3	30.7	29.9	31.2
ABprpaaaa	49	38.6	41	42	42.1	40.8
ABprpaaaaa	67	82.7	73.7	89.4	81.7	79
ABprpaaaaaa	NA	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA	NA
ABprpaaaap	67	74.7	66.6	70.7	67.9	70.6
ABprpaaaapa	NA	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA	NA
ABprpaaap	49	43.1	44.4	44.7	43.4	44
ABprpaaapa	87	97.6	98.8	101.3	105.2	105
ABprpaaapaa	NA	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA	NA
ABprpaaapp	67	70.1	66.7	63.7	72.5	67.4
ABprpaaappa	115	NA	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA	NA
ABprpaap	38	29.6	31	29.4	29.9	31.2
ABprpaapa	49	43	44.4	44.6	43.4	45.7
ABprpaapaa	77	74.7	75.5	82.3	91	72.6
ABprpaapaaa	NA	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA	NA
ABprpaapap	77	82.8	87.9	77.9	84.9	74.2
ABprpaapapa	NA	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA	NA
ABprpaapp	42	41.6	42.8	42	42.1	40.8
ABprpaappa	81	76.3	77.1	80.7	78.6	77.3
ABprpaappaa	NA	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA	NA
ABprpaappp	74	68.3	70	66.4	69.5	68.8
ABprpaapppa	NA	NA	NA	NA	NA	NA
ABprpaapppp	114	NA	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA	NA
ABprpap	28	25	26.2	23	24.5	24.9
ABprpapa	38	34	35.9	31.9	34.1	32.8
ABprpapaa	49	46.2	47.7	46	46.4	47.2
ABprpapaaa	81	73.5	72.2	78.1	79.1	72.7
ABprpapaaaa	NA	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA	NA
ABprpapaap	77	75.2	77.5	82.5	83.7	88
ABprpapaapa	NA	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA	NA
ABprpapap	47	46.2	44.4	46	42.1	42.4
ABprpapapa	64	70.4	68.5	66.6	68.1	67.3
ABprpapapaa	NA	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA	NA
ABprpapapp	69	70.4	68.5	68.1	72.6	72.4
ABprpapappa	NA	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA	NA
ABprpapp	38	31	32.6	29.4	29.9	31.2
ABprpappa	42	49.1	49.4	50	47.7	42.3
ABprpappaa	69	54.3	65.1	69.5	72.7	63.8
ABprpappaaa	NA	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA	NA
ABprpappap	69	65.6	65.1	69.5	72.7	67.2
ABprpappapa	NA	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA	NA
ABprpappp	49	49.1	51	51.3	47.7	44
ABprpapppa	67	75.2	77.5	85.6	80.4	98
ABprpapppaa	NA	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA	NA
ABprpapppp	62	70.4	65.1	68.2	69.6	74
ABprpappppa	NA	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA	NA
ABprpp	29	22.2	24.6	20.4	20.3	23.4
ABprppa	28	26.5	27.8	23	24.5	28
ABprppaa	38	34	37.6	35.8	38.2	34.3
ABprppaaa	57	56.9	51.2	50.3	54	55.4
ABprppaaaa	67	64.6	60.3	62.9	59.8	64.8
ABprppaaaaa	NA	NA	NA	NA	NA	NA
ABprppaaaap	111	NA	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA	NA
ABprppaap	62	49.3	47.8	44.9	51.1	53.8
ABprppaapa	79	90.1	83.2	100.4	81.2	88.8
ABprppaapaa	NA	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA	NA
ABprppaapp	69	88.6	83.2	85.8	78.2	88.8
ABprppaappa	NA	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA	NA
ABprppap	38	32.5	34.4	31.9	34.1	31.2
ABprppapa	57	44.7	44.4	48.8	47.9	45.7
ABprppapaa	59	81.6	70.4	72.7	73	69.2
ABprppapaaa	119	NA	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA	NA
ABprppapap	84	101.2	91.7	87.2	93.2	88
ABprppapapa	NA	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA	NA
ABprppapp	57	47.8	49.4	51.5	49.3	50.4
ABprppappa	74	90	83.2	84.5	88.6	74.6
ABprppappaa	NA	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA	NA
ABprppappp	89	94.9	102.9	102.1	96.5	91.8
ABprppapppa	NA	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA	NA
ABprppp	28	25	26.2	23	24.5	26.4
ABprpppa	38	32.5	34.3	29.4	29.9	32.8
ABprpppaa	52	40.1	47.7	46	43.4	45.7
ABprpppaaa	64	87.6	75.8	79.5	86.3	77.8
ABprpppaaaa	NA	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA	NA
ABprpppaap	59	82.8	75.8	80.9	77.1	86.4
ABprpppaapa	149	NA	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA	NA
ABprpppap	52	53.8	51	44.6	47.7	50.4
ABprpppapa	49	65.9	61.8	52.3	54.5	61
ABprpppapaa	NA	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA	NA
ABprpppp	38	31	32.6	29.4	31.3	32.8
ABprppppa	49	44.6	46.1	44.6	43.4	45.7
ABprppppaa	67	74.9	75.6	72.2	72.5	71
ABprppppaaa	NA	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA	NA
ABprppppap	57	66.8	68.5	70.8	74.1	71
ABprppppapa	NA	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA	NA
ABprppppp	49	49.1	47.8	51.3	60.8	48.9
ABprpppppa	67	96.3	72.2	119.7	NA	88.3
ABprpppppaa	NA	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA	NA
ABprpppppp	67	62.3	65.1	64.1	70.5	64.4
ABprppppppa	NA	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA	NA
C	23	11.7	13.1	11.8	13.9	15.7
Ca	29	19	23.1	16.9	19.5	22
Caa	37	24.9	26.3	23.5	26.5	28.2
Caaa	27	32.3	36.3	28.8	33.4	37.8
Caaaa	51	48.6	51.4	46.5	44.2	49.2
Caaaaa	NA	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA	NA
Caaap	56	41.1	43	37	38.4	46
Caaapa	NA	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA	NA
Caap	46	44	42.9	36.7	46	47.2
Caapa	147	127	119.2	127.8	133.7	113
Caapaa	NA	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA	NA
Caapp	52	48.9	48.2	42.8	53.7	54.4
Caappd	NA	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA	NA
Cap	37	32.3	34.7	30.2	33.4	32.9
Capa	54	47	51.2	45.9	46.2	50.4
Capaa	54	44.7	48.5	50.3	52.5	48.1
Capaaa	74	77	77.3	82.5	83.7	81.2
Capaaaa	NA	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA	NA
Capaap	84	91.6	93.7	105.1	93.3	102.3
Capaapa	NA	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA	NA
Capap	54	44.7	48.5	50.3	52.5	49.8
Capapa	79	89.9	88.2	89.9	85.3	83.1
Capapaa	NA	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA	NA
Capapp	85	98.1	97.3	103.6	88.5	100.7
Capappa	NA	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA	NA
Capp	61	42.5	44.6	39.3	39.1	42.5
Cappa	42	47.6	50.1	50	50.8	56.1
Cappaa	69	68.8	62.7	80.5	67.2	72.5
Cappaaa	NA	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA	NA
Cappap	79	94.7	89.8	101.4	92.6	91.7
Cappapa	NA	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA	NA
Cappp	42	53.7	58.5	65.4	55.2	59.3
