Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
ABplappaap	NA	NA	NA	NA	NA
ABplappap	42	50.5	51.5	48.3	50.4
ABplappapa	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA
ABplappp	38	42.5	42	42.3	38.6
ABplapppa	57	50.6	53.3	48.3	48.9
ABplapppaa	79	NA	85.4	87.4	96.5
ABplapppaaa	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA
ABplapppap	59	63	69.4	65.4	70.2
ABplapppapa	NA	NA	NA	NA	NA
ABplapppapp	114	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA
ABplapppp	57	54	53.3	48.3	52
ABplappppa	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA
ABplp	21	15.9	15.6	14.6	14.2
ABplpa	29	27.1	25.2	22.1	21.4
ABplpaa	28	28.6	28.3	29.6	28.5
ABplpaaa	38	33.9	34.7	37.4	35.7
ABplpaaaa	47	44.9	43.5	45.5	42.7
ABplpaaaaa	69	79.6	75.7	72	84.8
ABplpaaaaaa	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA
ABplpaaaap	64	72.6	68.8	61.6	70.6
ABplpaaaapa	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA
ABplpaaap	47	46.6	43.5	42.9	45.6
ABplpaaapa	84	92.2	94.7	79.7	104
ABplpaaapaa	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA
ABplpaaapp	69	63.8	68.8	56.3	69.2
ABplpaaappa	119	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA
ABplpaap	38	33.9	33	34.9	32.8
ABplpaapa	52	46.6	43.5	48.1	45.6
ABplpaapaa	79	69.1	70.5	72	83.2
ABplpaapaaa	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA
ABplpaapap	84	77.9	75.6	72	78.5
ABplpaapapa	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA
ABplpaapp	42	44.9	41.8	45.5	42.6
ABplpaappa	74	74.3	72	71.9	75.1
ABplpaappaa	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA
ABplpaappp	64	67.3	66.9	66.7	67.3
ABplpaapppa	NA	NA	NA	NA	NA
ABplpaapppp	119	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA
ABplpap	28	26.9	28.3	27.2	27
ABplpapa	38	37.1	33	34.9	34.2
ABplpapaa	47	51.7	50	58.2	53.1
ABplpapaaa	84	78.2	75.9	72.1	82.1
ABplpapaaaa	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA
ABplpapaap	79	76.5	79.4	69.5	80.5
ABplpapaapa	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA
ABplpapap	47	46.6	45	53.1	47
ABplpapapa	64	67.4	68.8	64.2	75.3
ABplpapapaa	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA
ABplpapapp	74	72.7	67	66.8	69.1
ABplpapappa	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA
ABplpapp	38	33.8	31.4	34.9	30
ABplpappa	37	41.5	41.8	42.9	40.9
ABplpappaa	54	54.9	49.9	56.3	48.3
ABplpappaaa	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA
ABplpappp	49	49.9	51.6	53.1	48.3
ABplpapppa	57	72.7	72.5	69.4	79.9
ABplpapppaa	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA
ABplpapppp	62	78	79.4	72	79.9
ABplpappppa	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA
ABplpp	29	25.5	25.2	22.1	21.4
ABplppa	28	30.2	31.4	29.6	28.5
ABplppaa	38	38.8	37.8	37.4	38.6
ABplppaaa	57	53.5	47	50.6	48.6
ABplppaaaa	69	59	60.5	56.5	58.5
ABplppaaaaa	NA	NA	NA	NA	NA
ABplppaaaap	104	NA	NA	NA	NA
ABplppaaaapa	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA
ABplppaap	62	50.1	48.7	53.1	48.6
ABplppaapa	74	83.7	72.8	74.7	102.9
ABplppaapaa	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA
ABplppaapp	69	73	79.7	69.5	75.8
ABplppaappa	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA
ABplppap	38	37.2	34.7	34.9	34.2
ABplppapa	57	46.7	46.9	48.1	44.1
ABplppapaa	59	65.7	70.8	69.4	65.9
ABplppapaaa	119	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA
ABplppapap	84	85.2	82.9	79.8	80.1
ABplppapapa	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA
ABplppapp	57	50.1	51.9	53.2	50.1
ABplppappa	79	71.1	78	69.5	72.4
ABplppappaa	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA
ABplppappp	89	83.6	84.9	77.3	80.3
ABplppapppa	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA
ABplppp	28	26.9	29.9	27.2	27
ABplpppa	38	35.5	33.1	37.4	34.2
ABplpppaa	52	48.2	48.4	45.5	45.6
ABplpppaaa	64	77.9	81.1	74.5	76.9
ABplpppaaaa	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA
ABplpppaap	32	70.9	79.4	69.3	75.3
ABplpppaapa	176	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA
ABplpppap	52	46.5	51.7	45.5	45.6
ABplpppapa	49	49.8	57.1	51.2	48.7
ABplpppapaa	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA
ABplpppp	38	33.9	33.1	34.9	32.8
ABplppppa	47	44.8	46.8	45.5	42.5
ABplppppaa	69	65.4	74.1	64.1	68.8
ABplppppaaa	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA
ABplppppap	59	68.9	75.9	77.1	65.7
ABplppppapa	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA
ABplppppp	49	49.9	51.7	50.6	50
ABplpppppa	67	83.3	88.1	92.9	89.6
ABplpppppaa	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA
ABplpppppp	67	58.6	74.3	64.2	64.4
ABplppppppa	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA
ABpr	17	16.3	3.3	5.1	5.8
ABpra	21	16	16.2	15.3	14.4
ABpraa	29	25.5	24.4	23.1	21.7
ABpraaa	28	30.3	30.9	28.4	27.5
ABpraaaa	38	40.6	37.5	41.8	45.2
ABpraaaaa	62	53.8	51.9	50.3	54.3
ABpraaaaaa	79	78.8	87.6	83.6	74.4
ABpraaaaaaa	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA
ABpraaaaap	89	87.8	91.2	83.6	88.9
ABpraaaaapd	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA
ABpraaaap	52	45.3	46.8	45	43.6
ABpraaaapa	79	85.5	76.7	78	94.9
ABpraaaapad	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA
ABpraaaapp	59	62.4	67.8	69.9	67.4
ABpraaaappa	NA	NA	NA	NA	NA
ABpraaaappp	94	NA	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA
ABpraaap	38	35.6	32.5	36.6	36.3
ABpraaapa	52	48.5	45	50.3	46.3
ABpraaapaa	64	76.5	79.9	75.3	76.7
ABpraaapaad	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA
ABpraaapap	74	73	71	69.9	70.3
ABpraaapapa	104	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA
ABpraaapp	42	40	41.6	39.6	37.3
ABpraaappa	64	74.4	70.9	77.8	77.7
ABpraaappaa	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA
ABpraaappp	44	49.9	53.3	50.7	50.8
ABpraaapppa	89	NA	78.7	NA	NA
ABpraaapppaa	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA
ABpraaapppp	89	NA	73.2	68	NA
ABpraaappppa	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA
ABpraap	28	27	29.3	28.4	26.1
ABpraapa	38	40.6	35.8	36.6	40.7
ABpraapaa	57	48.6	46.6	47.7	46.5
ABpraapaaa	74	83.7	83.6	80.8	80.1
ABpraapaaaa	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA
ABpraapaap	59	69.5	65.9	69.9	68.9
ABpraapaapa	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA
ABpraapap	57	46.9	48.3	50.3	45
ABpraapapa	79	80.1	83.7	78	81.6
ABpraapapaa	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA
ABpraapapp	59	62.4	65.9	59	64
ABpraapappa	NA	NA	NA	NA	NA
ABpraapappp	104	NA	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA
ABpraapp	38	35.6	34.2	36.6	34.8
ABpraappa	57	53.5	50.1	53	53.9
ABpraappaa	NA	NA	NA	NA	107.7
ABpraappaaa	NA	NA	NA	NA	NA
ABpraappaap	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA
ABpraappp	47	48.4	48.3	47.7	49.3
ABpraapppa	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA
ABprap	29	23.9	26	23.1	23.2
ABprapa	28	28.6	29.3	25.8	26.1
ABprapaa	38	37.3	37.5	41.8	37.8
ABprapaaa	49	46.8	46.8	45.1	44.9
ABprapaaaa	87	78.1	87.4	78	80
ABprapaaaaa	NA	NA	NA	NA	NA
ABprapaaaap	114	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA
ABprapaaap	82	71.1	82.1	72.6	72
ABprapaaapa	119	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA
ABprapaap	52	53.6	51.9	53	48
ABprapaapa	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA
ABprapap	38	34	34.2	36.6	34.8
ABprapapa	47	48.4	48.3	47.6	44.9
ABprapapaa	329	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA
ABprapapp	47	43.3	45	45	43.3
ABprapappa	NA	NA	NA	NA	NA
ABprapappp	79	81.4	92.5	86.1	89.3
ABprapapppa	NA	NA	NA	NA	NA
ABprapapppp	94	NA	NA	NA	NA
ABprapappppa	84	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA
ABprapp	28	30.2	29.3	28.4	27.5
ABprappa	38	37.2	39.1	44.5	42.3
ABprappaa	45	48.5	48.6	47.7	49.7
ABprappaaa	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA
ABprappap	45	46.8	50.3	45.1	49.7
ABprappapa	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA
ABprappp	38	40.5	42.4	44.5	39.3
ABprapppa	57	53.7	50.4	50.4	52.6
ABprapppaa	79	NA	89.7	83.7	98.4
ABprapppaaa	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA
ABprapppap	59	69.8	73.6	64.7	69.3
ABprapppapa	NA	NA	NA	NA	NA
ABprapppapp	114	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA
ABprapppp	57	52	53.8	47.7	52.6
ABprappppa	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA
ABprp	21	15.9	17.3	14.9	14.2
ABprpa	29	23.8	23.7	22.6	21.5
ABprpaa	28	30	30	27.8	28.6
ABprpaaa	38	35.4	34.9	35.7	35.9
ABprpaaaa	49	44.8	43.8	43.9	42.9
ABprpaaaaa	67	70.5	77.9	70.7	78.9
ABprpaaaaaa	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA
ABprpaaaap	67	65.2	71	62.8	72.6
ABprpaaaapa	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA
ABprpaaap	49	46.5	43.8	43.9	42.9
ABprpaaapa	87	90	97	89.3	98
ABprpaaapaa	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA
ABprpaaapp	67	63.5	65.7	68.1	59.9
ABprpaaappa	115	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA
ABprpaap	38	35.4	33.3	33.2	34.4
ABprpaapa	49	48.1	47.1	46.4	45.7
ABprpaapaa	77	84.7	69.4	70.7	82.1
ABprpaapaaa	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA
ABprpaapap	77	77.7	83.3	70.7	83.7
ABprpaapapa	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA
ABprpaapp	42	44.8	45.4	46.4	41.3
ABprpaappa	81	72.3	74.4	73.4	77.1
ABprpaappaa	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA
ABprpaappp	74	67	74.4	68.1	75.5
ABprpaapppa	NA	NA	NA	NA	NA
ABprpaapppp	114	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA
ABprpap	28	30	28.5	27.8	27.2
ABprpapa	38	35.4	33.2	35.7	34.4
ABprpapaa	49	49.8	48.7	49.1	47.3
ABprpapaaa	81	72.5	72.9	70.9	80.5
ABprpapaaaa	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA
ABprpapaap	77	70.7	78	68.2	75.7
ABprpapaapa	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA
ABprpapap	47	46.5	50.2	49.1	42.8
ABprpapapa	64	67	62.4	60.2	64.5
ABprpapapaa	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA
ABprpapapp	69	68.8	67.7	62.9	67.6
ABprpapappa	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA
ABprpapp	38	33.7	33.2	33.2	33
ABprpappa	42	44.7	45.3	46.4	45.7
ABprpappaa	69	63.4	64	65.4	67.6
ABprpappaaa	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA
ABprpappap	69	66.9	72.6	68.1	67.6
ABprpappapa	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA
ABprpappp	49	46.4	47	46.4	42.7
ABprpapppa	67	72.3	76.1	84	78.6
ABprpapppaa	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA
ABprpapppp	62	68.7	69.2	68.1	70.7
ABprpappppa	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA
ABprpp	29	25.4	25.3	22.6	21.5
ABprppa	28	31.7	28.5	30.3	28.6
ABprppaa	38	38.8	39.6	35.7	34.4
ABprppaaa	57	50	52.2	49.2	53.3
ABprppaaaa	67	58.7	61.2	55	60.3
ABprppaaaaa	NA	NA	NA	NA	NA
ABprppaaaap	111	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA
ABprppaap	62	48.4	47.3	54.4	47.3
ABprppaapa	79	81.6	80	79	91.7
ABprppaapaa	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA
ABprppaapp	69	72.7	81.7	71.1	77.4
ABprppaappa	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA
ABprppap	38	35.5	36.5	35.7	34.4
ABprppapa	57	49.9	48.9	46.5	45.7
ABprppapaa	59	65.5	69.5	65.5	66.3
ABprppapaaa	119	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA
ABprppapap	84	86.9	83.4	81.5	94.9
ABprppapapa	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA
ABprppapp	57	53.3	52.2	51.7	56.3
ABprppappa	74	78.1	73.2	76.3	74.7
ABprppappaa	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA
ABprppappp	89	88.8	88.9	87	102
ABprppapppa	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA
ABprppp	28	30.1	26.9	27.8	28.6
ABprpppa	38	33.8	34.9	35.7	33
ABprpppaa	52	46.5	47.1	51.7	47.3
ABprpppaaa	64	70.6	72.9	73.6	75.7
ABprpppaaaa	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA
ABprpppaap	59	79.4	76.3	76.3	75.7
ABprpppaapa	149	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA
ABprpppap	52	46.5	48.7	51.7	47.3
ABprpppapa	49	51.3	59.1	55	50.6
ABprpppapaa	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA
ABprpppp	38	33.8	33.2	35.7	33
ABprppppa	49	48.1	43.7	49.1	42.8
ABprppppaa	67	70.6	77.8	65.5	70.8
ABprppppaaa	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA
ABprppppap	57	68.9	70.9	65.5	67.6
ABprppppapa	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA
ABprppppp	49	49.8	47	51.7	44.3
ABprpppppa	67	93.7	79.6	78.9	94.6
ABprpppppaa	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA
ABprpppppp	67	63.7	65.7	60.3	63
ABprppppppa	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA
C	23	17.9	11.3	10.3	13.2
Ca	29	25.9	26.1	23.3	20.7
Caa	37	32.5	32.6	31.4	31
Caaa	27	37.9	37.5	37.1	38.4
Caaaa	51	56.1	46.7	50.8	51.8
Caaaaa	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA
Caaap	56	52.7	46.7	48.2	54.9
Caaapa	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA
Caap	46	51.3	47.4	45	50.4
Caapa	147	129.8	122.3	NA	117.8
Caapaa	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA
Caapp	52	58.4	57.4	56.4	53.7
Caappd	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA
Cap	37	39.1	45.6	41.9	38.3
Capa	54	56.6	54.4	53.1	53.6
Capaa	54	57	54.6	56.7	51
Capaaa	74	NA	74.7	NA	77.7
Capaaaa	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA
Capaap	84	NA	80.2	NA	87.6
Capaapa	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA
Capap	54	55.3	52.8	56.7	51
Capapa	79	NA	78.3	NA	82.6
Capapaa	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA
Capapp	85	NA	94.7	NA	92.6
Capappa	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA
Capp	61	49.8	46	45.1	49.1
Cappa	42	46.3	49.2	56.5	50.9
Cappaa	69	71.1	59.8	32.6	67.6
Cappaaa	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA
Cappap	79	85.7	70.5	NA	79
Cappapa	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA
Cappp	42	55.1	50.9	59.3	54
Capppa	79	NA	67	NA	79.2
Capppaa	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA
Capppp	89	NA	72.5	NA	92.5
Cappppd	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA
Cp	29	25.9	26.1	23.3	22.1
Cpa	37	30.8	31	31.4	29.5
Cpaa	34	36.1	34.2	34.4	35.5
Cpaaa	49	61.2	51.7	56.2	54.7
Cpaaaa	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA
Cpaap	47	61.2	50	50.8	53.1
Cpaapa	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA
Cpap	44	39.5	35.8	37.1	36.9
Cpapa	49	61.3	67.2	61.6	54.8
Cpapaa	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA
Cpapp	54	59.6	60.3	56.2	61
Cpappd	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA
Cpp	37	37.4	37.5	34	36.8
Cppa	54	54.8	55.8	55.7	55.2
Cppaa	54	53.4	52.6	59.2	49.5
Cppaaa	74	77.1	69	NA	77.7
Cppaaaa	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA
Cppaap	84	NA	83.4	NA	85.9
Cppaapa	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA
Cppap	59	55.2	49.2	59.2	54.2
Cppapa	74	NA	83.3	NA	81.2
Cppapaa	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA
Cppapp	81	NA	92.3	NA	87.9
Cppappa	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA
Cppp	54	46.3	45.8	45	44.6
Cpppa	49	49.6	54.1	59.1	49.1
Cpppaa	69	74.7	66.7	NA	75.4
Cpppaaa	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA
Cpppap	79	78.4	84.7	NA	80.4
Cpppapa	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA
Cpppp	49	56.6	54.1	56.3	50.7
Cppppa	79	73.2	66.7	NA	78.8
Cppppaa	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA
Cppppp	89	NA	84.7	NA	83.7
Cpppppd	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA
D	39	39.7	36.3	35.7	31.7
Da	45	43.3	44.2	43.9	43.3
Daa	47	51.4	46.7	47.1	53.3
Daaa	64	58.5	55	53.1	58.6
Daaaa	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA
Daap	64	62	60.2	63.9	66.5
Daapa	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA
Dap	37	48	43.4	44.4	47.2
Dapa	69	54.8	54.9	53.1	59.9
Dapaa	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA
Dapp	59	51.4	56.6	55.7	52
Dappa	81	NA	80	NA	86.6
Dappaa	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA
Dappp	99	NA	NA	NA	91.6
Dapppa	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA
Dp	45	43.3	45.8	41.3	43.3
Dpa	46	49.7	46.8	47.1	51.7
Dpaa	63	61.9	58.5	58.4	55.4
Dpaaa	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA
Dpap	65	63.7	58.5	66.5	64.9
Dpapa	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA
Dpp	37	46.3	41.8	44.5	45.8
Dppa	64	56.5	60	61.1	59.9
Dppaa	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA
Dppp	59	51.3	54.9	55.8	50.5
Dpppa	79	NA	81.7	NA	84.9
Dpppaa	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA
Dpppp	99	NA	NA	NA	96.4
Dppppa	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA
E	22	18.1	18.7	11	12.1
EMS	22	22	14.7	15	NA	NA	NA
Ea	43	44.4	84.4	44.4	44.3
Eal	54	47.9	81.5	44.9	50.5
Eala	73	72.3	137.7	71.4	66.3
Ealaa	123	NA	NA	NA	135
Ealaad	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA
Ealap	313	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA
Ealp	73	75.8	131.1	71.4	67.9
Ealpa	NA	NA	NA	NA	NA
Ealpp	313	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA
Ear	54	47.9	84.7	47.7	52
Eara	73	77.5	134.6	74.4	72.9
Earaa	123	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA
Earap	313	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA
Earp	73	81	131.3	71.4	76.2
Earpa	NA	NA	161.7	NA	NA
Earpaa	NA	NA	NA	NA	NA
Earpap	NA	NA	NA	NA	NA
Earpp	313	NA	154.8	NA	NA
Earppa	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA
Ep	45	47.7	87.6	49.9	45.9
Epl	56	51.4	97.1	50.7	52
Epla	68	70.8	138.8	71.6	64.9
Eplaa	314	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA
Eplap	314	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA
Eplp	78	74.3	138.8	74.4	74.6
Eplpa	304	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA
Eplpp	124	NA	NA	NA	NA
Eplppa	179	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA
Eplppp	179	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA
Epr	56	49.7	90.9	50.7	50.5
Epra	68	77.7	145	74.4	72.9
Epraa	314	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA
Eprap	314	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA
Eprp	78	79.6	145	74.4	76.2
Eprpa	304	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA
Eprpp	124	NA	NA	NA	NA
