Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
ABplappapp	NA	NA	NA	NA	NA
ABplappp	38	39.8	39.2	38.5	39.3
ABplapppa	57	47.4	49.6	43.9	49.8
ABplapppaa	79	NA	79.6	79.3	98.2
ABplapppaaa	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA
ABplapppap	59	59	64.7	59.3	71.5
ABplapppapa	NA	NA	NA	NA	NA
ABplapppapp	114	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA
ABplapppp	57	50.5	49.6	43.9	53
ABplappppa	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA
ABplp	21	15.1	15	14	15
ABplpa	29	25.6	24.1	21.3	22.6
ABplpaa	28	27	27.1	28.6	30.1
ABplpaaa	38	32.1	33.2	36	37.8
ABplpaaaa	47	42.5	41.5	43.9	45
ABplpaaaaa	69	75.1	72.4	69.3	89.6
ABplpaaaaaa	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA
ABplpaaaap	64	68.6	65.8	59.3	74.6
ABplpaaaapa	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA
ABplpaaap	47	44	41.5	41.4	48.1
ABplpaaapa	84	87.1	90.6	76.7	109.8
ABplpaaapaa	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA
ABplpaaapp	69	60.3	65.8	54.2	73.1
ABplpaaappa	119	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA
ABplpaap	38	32.1	31.5	33.6	34.7
ABplpaapa	52	44	41.5	46.4	48.1
ABplpaapaa	79	65.3	67.4	69.3	87.9
ABplpaapaaa	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA
ABplpaapap	84	73.6	72.3	69.3	82.9
ABplpaapapa	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA
ABplpaapp	42	42.5	40	43.9	45
ABplpaappa	74	70.1	68.9	69.2	79.4
ABplpaappaa	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA
ABplpaappp	64	63.6	64	64.2	71.1
ABplpaapppa	NA	NA	NA	NA	NA
ABplpaapppp	119	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA
ABplpap	28	25.5	27.1	26.1	28.6
ABplpapa	38	35.1	31.5	33.7	36.2
ABplpapaa	47	48.9	47.7	56.1	56.1
ABplpapaaa	84	73.8	72.6	69.5	86.6
ABplpapaaaa	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA
ABplpapaap	79	72.3	75.8	67	85
ABplpapaapa	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA
ABplpapap	47	44	43	51.2	49.6
ABplpapapa	64	63.7	65.8	61.8	79.6
ABplpapapaa	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA
ABplpapapp	74	68.7	64.1	64.3	73
ABplpapappa	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA
ABplpapp	38	32	30	33.7	31.7
ABplpappa	37	39.1	40	41.4	43.1
ABplpappaa	54	51.9	47.6	54.3	51.1
ABplpappaaa	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA
ABplpappp	49	47.1	49.3	51.2	51
ABplpapppa	57	68.7	69.2	66.8	84.4
ABplpapppaa	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA
ABplpapppp	62	73.6	75.8	69.3	84.4
ABplpappppa	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA
ABplpp	29	24.1	24.1	21.3	22.6
ABplppa	28	28.5	30.1	28.6	30.1
ABplppaa	38	36.7	36.2	36	40.8
ABplppaaa	57	50.5	45	48.8	51.4
ABplppaaaa	69	55.7	57.9	54.5	61.8
ABplppaaaaa	NA	NA	NA	NA	NA
ABplppaaaap	104	NA	NA	NA	NA
ABplppaaaapa	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA
ABplppaap	62	47.4	46.5	51.1	51.4
ABplppaapa	74	79.1	69.6	72	108.7
ABplppaapaa	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA
ABplppaapp	69	69	76.2	67	80.1
ABplppaappa	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA
ABplppap	38	35.2	33.2	33.6	36.2
ABplppapa	57	44.1	44.9	46.4	46.5
ABplppapaa	59	62.1	67.6	66.8	69.6
ABplppapaaa	119	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA
ABplppapap	84	80.5	79.2	76.8	84.6
ABplppapapa	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA
ABplppapp	57	47.4	49.6	51.3	52.9
ABplppappa	79	67.1	74.6	67	76.5
ABplppappaa	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA
ABplppappp	89	79	81.2	74.5	84.8
ABplppapppa	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA
ABplppp	28	25.5	28.6	26.1	28.6
ABplpppa	38	33.6	31.7	36	36.2
ABplpppaa	52	45.5	46.2	43.9	48.1
ABplpppaaa	64	73.6	77.6	71.7	81.2
ABplpppaaaa	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA
ABplpppaap	32	67	75.8	66.7	79.6
ABplpppaapa	176	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA
ABplpppap	52	44	49.5	43.9	48.1
ABplpppapa	49	47	54.6	49.4	51.5
ABplpppapaa	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA
ABplpppp	38	32.1	31.7	33.7	34.7
ABplppppa	47	42.3	44.7	43.9	44.9
ABplppppaa	69	61.7	70.9	61.7	72.6
ABplppppaaa	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA
ABplppppap	59	65.1	72.6	74.2	69.4
ABplppppapa	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA
ABplppppp	49	47.1	49.5	48.8	52.7
ABplpppppa	67	78.7	84.3	89.5	94.6
ABplpppppaa	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA
ABplpppppp	67	55.4	71.1	61.8	68.1
ABplppppppa	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA
ABpr	17	15	3	4.7	6
ABpra	21	15.1	15	14	15
ABpraa	29	24.1	22.6	21.3	22.6
ABpraaa	28	28.5	28.6	26.1	28.6
ABpraaaa	38	38.3	34.7	38.5	46.8
ABpraaaaa	62	50.7	48	46.3	56.4
ABpraaaaaa	79	74.2	81	76.8	77.1
ABpraaaaaaa	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA
ABpraaaaap	89	82.7	84.3	76.8	92.3
ABpraaaaapd	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA
ABpraaaap	52	42.7	43.2	41.4	45.3
ABpraaaapa	79	80.6	70.9	71.7	98.5
ABpraaaapad	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA
ABpraaaapp	59	58.7	62.7	64.2	70
ABpraaaappa	NA	NA	NA	NA	NA
ABpraaaappp	94	NA	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA
ABpraaap	38	33.6	30	33.7	37.7
ABpraaapa	52	45.6	41.6	46.3	48
ABpraaapaa	64	72	73.8	69.2	79.6
ABpraaapaad	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA
ABpraaapap	74	68.7	65.6	64.2	73
ABpraaapapa	104	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA
ABpraaapp	42	37.6	38.5	36.5	38.6
ABpraaappa	64	70.1	65.5	71.6	80.6
ABpraaappaa	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA
ABpraaappp	44	47	49.2	46.7	52.6
ABpraaapppa	89	NA	72.6	NA	NA
ABpraaapppaa	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA
ABpraaapppp	89	NA	67.6	62.5	NA
ABpraaappppa	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA
ABpraap	28	25.5	27.1	26.1	27.1
ABpraapa	38	38.3	33	33.7	42.3
ABpraapaa	57	45.8	43	43.9	48.3
ABpraapaaa	74	78.9	77.3	74.2	83.1
ABpraapaaaa	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA
ABpraapaap	59	65.5	60.9	64.2	71.5
ABpraapaapa	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA
ABpraapap	57	44.1	44.6	46.3	46.6
ABpraapapa	79	75.5	77.4	71.7	84.6
ABpraapapaa	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA
ABpraapapp	59	58.7	60.9	54.2	66.3
ABpraapappa	NA	NA	NA	NA	NA
ABpraapappp	104	NA	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA
ABpraapp	38	33.6	31.5	33.7	36.2
ABpraappa	57	50.4	46.3	48.8	56
ABpraappaa	NA	NA	NA	NA	111.8
ABpraappaaa	NA	NA	NA	NA	NA
ABpraappaap	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA
ABpraappp	47	45.5	44.7	43.9	51.1
ABpraapppa	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA
ABprap	29	22.6	24.1	21.3	24.1
ABprapa	28	27	27.1	23.8	27.1
ABprapaa	38	35.2	34.7	38.5	39.3
ABprapaaa	49	44	43.2	41.5	46.5
ABprapaaaa	87	73.6	80.8	71.7	83
ABprapaaaaa	NA	NA	NA	NA	NA
ABprapaaaap	114	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA
ABprapaaap	82	67	75.9	66.7	74.7
ABprapaaapa	119	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA
ABprapaap	52	50.5	48	48.8	49.8
ABprapaapa	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA
ABprapap	38	32.1	31.5	33.7	36.2
ABprapapa	47	45.5	44.6	43.8	46.5
ABprapapaa	329	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA
ABprapapp	47	40.7	41.5	41.3	45
ABprapappa	NA	NA	NA	NA	NA
ABprapappp	79	76.7	85.5	79.1	92.6
ABprapapppa	NA	NA	NA	NA	NA
ABprapapppp	94	NA	NA	NA	NA
ABprapappppa	84	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA
ABprapp	28	28.5	27.1	26.1	28.6
ABprappa	38	35.1	36.2	41	43.8
ABprappaa	45	45.6	44.9	43.9	51.6
ABprappaaa	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA
ABprappap	45	44	46.5	41.5	51.6
ABprappapa	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA
ABprappp	38	38.2	39.2	41	40.8
ABprapppa	57	50.5	46.5	46.4	54.6
ABprapppaa	79	NA	82.9	77	102
ABprapppaaa	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA
ABprapppap	59	65.8	68	59.5	71.8
ABprapppapa	NA	NA	NA	NA	NA
ABprapppapp	114	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA
ABprapppp	57	49	49.6	43.9	54.6
ABprappppa	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA
ABprp	21	15.1	16.5	14	15
ABprpa	29	22.6	22.6	21.3	22.6
ABprpaa	28	28.5	28.6	26.1	30.1
ABprpaaa	38	33.6	33.2	33.7	37.8
ABprpaaaa	49	42.5	41.6	41.4	45
ABprpaaaaa	67	66.9	74.1	66.6	82.9
ABprpaaaaaa	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA
ABprpaaaap	67	61.9	67.5	59.1	76.3
ABprpaaaapa	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA
ABprpaaap	49	44	41.6	41.4	45
ABprpaaapa	87	85.4	92.3	84.1	103
ABprpaaapaa	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA
ABprpaaapp	67	60.3	62.5	64.1	63
ABprpaaappa	115	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA
ABprpaap	38	33.6	31.7	31.3	36.2
ABprpaapa	49	45.6	44.7	43.8	48
ABprpaapaa	77	80.4	66	66.6	86.3
ABprpaapaaa	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA
ABprpaapap	77	73.6	79.2	66.6	88
ABprpaapapa	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA
ABprpaapp	42	42.5	43.1	43.8	43.4
ABprpaappa	81	68.6	70.8	69.1	81
ABprpaappaa	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA
ABprpaappp	74	63.6	70.8	64.1	79.4
ABprpaapppa	NA	NA	NA	NA	NA
ABprpaapppp	114	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA
ABprpap	28	28.5	27.1	26.1	28.6
ABprpapa	38	33.6	31.5	33.7	36.2
ABprpapaa	49	47.2	46.2	46.3	49.6
ABprpapaaa	81	68.7	69.3	66.7	84.6
ABprpapaaaa	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA
ABprpapaap	77	67.1	74.2	64.2	79.6
ABprpapaapa	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA
ABprpapap	47	44	47.7	46.3	45
ABprpapapa	64	63.6	59.3	56.7	67.8
ABprpapapaa	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA
ABprpapapp	69	65.3	64.3	59.2	71.1
ABprpapappa	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA
ABprpapp	38	32	31.5	31.3	34.7
ABprpappa	42	42.4	43	43.8	48
ABprpappaa	69	60.1	60.9	61.6	71.1
ABprpappaaa	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA
ABprpappap	69	63.5	69.1	64.1	71.1
ABprpappapa	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA
ABprpappp	49	44	44.6	43.8	44.9
ABprpapppa	67	68.6	72.4	79.1	82.6
ABprpapppaa	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA
ABprpapppp	62	65.1	65.8	64.1	74.2
ABprpappppa	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA
ABprpp	29	24.1	24.1	21.3	22.6
ABprppa	28	30	27.1	28.6	30.1
ABprppaa	38	36.8	37.7	33.6	36.2
ABprppaaa	57	47.5	49.6	46.4	56
ABprppaaaa	67	55.7	58.1	51.8	63.4
ABprppaaaaa	NA	NA	NA	NA	NA
ABprppaaaap	111	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA
ABprppaap	62	45.9	45	51.3	49.6
ABprppaapa	79	77.4	76.1	74.5	96.3
ABprppaapaa	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA
ABprppaapp	69	69	77.7	67	81.3
ABprppaappa	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA
ABprppap	38	33.7	34.7	33.6	36.2
ABprppapa	57	47.4	46.5	43.9	48
ABprppapaa	59	62.1	66.1	61.7	69.7
ABprppapaaa	119	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA
ABprppapap	84	82.3	79.3	76.7	99.6
ABprppapapa	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA
ABprppapp	57	50.5	49.6	48.8	59.1
ABprppappa	74	74.1	69.6	71.8	78.5
ABprppappaa	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA
ABprppappp	89	84.1	84.6	82	107.2
ABprppapppa	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA
ABprppp	28	28.5	25.6	26.1	30.1
ABprpppa	38	32.1	33.2	33.7	34.7
ABprpppaa	52	44	44.7	48.8	49.6
ABprpppaaa	64	67	69.3	69.3	79.6
ABprpppaaaa	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA
ABprpppaap	59	75.2	72.6	71.8	79.6
ABprpppaapa	149	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA
ABprpppap	52	44	46.2	48.8	49.6
ABprpppapa	49	48.7	56.1	51.8	53.2
ABprpppapaa	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA
ABprpppp	38	32.1	31.5	33.7	34.7
ABprppppa	49	45.6	41.5	46.3	45
ABprppppaa	67	67	74	61.7	74.4
ABprppppaaa	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA
ABprppppap	57	65.4	67.4	61.7	71.1
ABprppppapa	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA
ABprppppp	49	47.2	44.6	48.8	46.5
ABprpppppa	67	88.8	75.7	74.3	99.4
ABprpppppaa	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA
ABprpppppp	67	60.3	62.5	56.8	66.2
ABprppppppa	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA
C	23	16.6	10.5	9.3	13.5
Ca	29	23.9	24.1	21.2	21.1
Caa	37	30.1	30.1	28.6	31.6
Caaa	27	35.1	34.5	33.7	39.2
Caaaa	51	52	43	46.2	52.7
Caaaaa	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA
Caaap	56	48.7	43	43.8	56
Caaapa	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA
Caap	46	47.4	43.8	40.8	51.3
Caapa	147	120.2	112.9	NA	120.1
Caapaa	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA
Caapp	52	54.1	53	51.3	54.8
Caappd	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA
Cap	37	36.2	42.1	38.1	39.1
Capa	54	52.3	50.2	48.3	54.7
Capaa	54	52.7	50.4	51.5	52
Capaaa	74	NA	69	NA	79.2
Capaaaa	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA
Capaap	84	NA	74	NA	89.2
Capaapa	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA
Capap	54	51.1	48.8	51.5	52
Capapa	79	NA	72.2	NA	84.2
Capapaa	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA
Capapp	85	NA	87.4	NA	94.4
Capappa	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA
Capp	61	46.1	42.4	41	50.1
Cappa	42	42.9	45.4	51.3	51.8
Cappaa	69	65.8	55.2	29.7	68.8
Cappaaa	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA
Cappap	79	79.3	65.1	NA	80.5
Cappapa	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA
Cappp	42	51	47	53.8	55.1
Capppa	79	NA	61.8	NA	80.8
Capppaa	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA
Capppp	89	NA	66.8	NA	94.3
Cappppd	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA
Cp	29	23.9	24.1	21.2	22.6
Cpa	37	28.6	28.6	28.6	30.1
Cpaa	34	33.4	31.5	31.3	36.2
Cpaaa	49	56.6	47.7	51	55.7
Cpaaaa	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA
Cpaap	47	56.6	46.2	46.1	54.1
Cpaapa	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA
Cpap	44	36.6	33	33.7	37.7
Cpapa	49	56.7	62	56	55.9
Cpapaa	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA
Cpapp	54	55.1	55.7	51.1	62.1
Cpappd	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA
Cpp	37	34.7	34.6	30.9	37.6
Cppa	54	50.8	51.4	50.6	56.3
Cppaa	54	49.5	48.5	53.8	50.5
Cppaaa	74	71.4	63.6	NA	79.2
Cppaaaa	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA
Cppaap	84	NA	77	NA	87.6
Cppaapa	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA
Cppap	59	51	45.3	53.8	55.3
Cppapa	74	NA	76.8	NA	82.7
Cppapaa	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA
Cppapp	81	NA	85.1	NA	89.6
Cppappa	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA
Cppp	54	42.8	42.3	40.9	45.4
Cpppa	49	46	50	53.6	50.1
Cpppaa	69	69.2	61.6	NA	76.9
Cpppaaa	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA
Cpppap	79	72.6	78.2	NA	81.9
Cpppapa	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA
Cpppp	49	52.3	50	51.1	51.7
Cppppa	79	67.7	61.6	NA	80.3
Cppppaa	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA
Cppppp	89	NA	78.2	NA	85.3
Cpppppd	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA
D	39	37.6	34.6	33	33.1
Da	45	40.9	42.1	40.7	45.1
Daa	47	48.6	44.5	43.6	55.6
Daaa	64	55.4	52.5	49.2	61.1
Daaaa	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA
Daap	64	58.7	57.4	59.2	69.4
Daapa	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA
Dap	37	45.5	41.3	41.1	49.3
Dapa	69	51.9	52.3	49.2	62.5
Dapaa	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA
Dapp	59	48.6	54	51.6	54.3
Dappa	81	NA	76.2	NA	90.4
Dappaa	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA
Dappp	99	NA	NA	NA	95.6
Dapppa	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA
Dp	45	40.9	43.6	38.3	45.1
Dpa	46	47	44.6	43.6	54
Dpaa	63	58.6	55.8	54.1	57.7
Dpaaa	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA
Dpap	65	60.3	55.8	61.6	67.6
Dpapa	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA
Dpp	37	43.8	39.8	41.3	47.8
Dppa	64	53.5	57.1	56.6	62.5
Dppaa	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA
Dppp	59	48.5	52.3	51.7	52.7
Dpppa	79	NA	77.8	NA	88.6
Dpppaa	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA
Dpppp	99	NA	NA	NA	100.6
Dppppa	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA
E	22	16.6	9	9.4	12
EMS	22	13.5	NA	NA	NA
Ea	43	40.6	40.6	37.8	43.6
Eal	54	43.8	39.1	38.1	49.7
Eala	73	66	66.2	60.8	65.2
Ealaa	123	NA	NA	NA	132.8
Ealaad	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA
Ealap	313	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA
Ealp	73	69.2	63	60.8	66.9
Ealpa	NA	NA	NA	NA	NA
Ealpp	313	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA
Ear	54	43.8	40.6	40.6	51.2
Eara	73	70.8	64.7	63.3	71.7
Earaa	123	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA
Earap	313	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA
Earp	73	74	63.1	60.8	75
Earpa	NA	NA	77.6	NA	NA
Earpaa	NA	NA	NA	NA	NA
Earpap	NA	NA	NA	NA	NA
Earpp	313	NA	74.4	NA	NA
Earppa	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA
Ep	45	43.6	42.1	42.5	45.2
Epl	56	46.9	46.6	43.2	51.2
Epla	68	64.7	66.7	60.9	63.9
Eplaa	314	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA
Eplap	314	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA
Eplp	78	67.9	66.7	63.2	73.5
Eplpa	304	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA
Eplpp	124	NA	NA	NA	NA
Eplppa	179	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA
Eplppp	179	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA
Epr	56	45.3	43.6	43.2	49.7
Epra	68	71	69.7	63.2	71.7
Epraa	314	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA
Eprap	314	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA
Eprp	78	72.7	69.7	63.2	75
Eprpa	304	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA
Eprpp	124	NA	NA	NA	NA
Eprppa	179	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA
Eprppp	179	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA
