Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
ABplappaaa	NA	NA	NA	NA	NA
ABplappaap	NA	NA	NA	NA	NA
ABplappap	42	51.5	53.8	48	50.1
ABplappapa	NA	NA	NA	NA	NA
ABplappapp	NA	NA	NA	NA	NA
ABplappp	38	43.3	43.9	42.1	38.4
ABplapppa	57	51.6	55.7	48	48.7
ABplapppaa	79	NA	89.2	86.9	96
ABplapppaaa	NA	NA	NA	NA	NA
ABplapppaap	NA	NA	NA	NA	NA
ABplapppap	59	64.2	72.5	65	69.9
ABplapppapa	NA	NA	NA	NA	NA
ABplapppapp	114	NA	NA	NA	NA
ABplapppappa	NA	NA	NA	NA	NA
ABplapppappp	NA	NA	NA	NA	NA
ABplapppp	57	55.1	55.7	48	51.8
ABplappppa	NA	NA	NA	NA	NA
ABplappppp	NA	NA	NA	NA	NA
ABplp	21	16.4	16.8	15.4	14.6
ABplpa	29	27.8	27	23.3	22.1
ABplpaa	28	29.5	30.3	31.3	29.4
ABplpaaa	38	34.9	37.2	39.5	36.9
ABplpaaaa	47	46.2	46.6	48	44.1
ABplpaaaaa	69	81.9	81.2	75.9	87.6
ABplpaaaaaa	NA	NA	NA	NA	NA
ABplpaaaaap	NA	NA	NA	NA	NA
ABplpaaaap	64	74.7	73.8	65	72.9
ABplpaaaapa	NA	NA	NA	NA	NA
ABplpaaaapp	NA	NA	NA	NA	NA
ABplpaaap	47	48	46.6	45.3	47.1
ABplpaaapa	84	94.8	101.6	84	107.5
ABplpaaapaa	NA	NA	NA	NA	NA
ABplpaaapap	NA	NA	NA	NA	NA
ABplpaaapp	69	65.6	73.8	59.4	71.5
ABplpaaappa	119	NA	NA	NA	NA
ABplpaaappaa	NA	NA	NA	NA	NA
ABplpaaappap	NA	NA	NA	NA	NA
ABplpaaappp	NA	NA	NA	NA	NA
ABplpaap	38	34.9	35.4	36.8	33.9
ABplpaapa	52	48	46.6	50.8	47.1
ABplpaapaa	79	71.1	75.6	75.9	85.9
ABplpaapaaa	NA	NA	NA	NA	NA
ABplpaapaap	NA	NA	NA	NA	NA
ABplpaapap	84	80.1	81.1	75.9	81
ABplpaapapa	NA	NA	NA	NA	NA
ABplpaapapp	NA	NA	NA	NA	NA
ABplpaapp	42	46.2	44.8	48	44
ABplpaappa	74	76.4	77.2	75.8	77.6
ABplpaappaa	NA	NA	NA	NA	NA
ABplpaappap	NA	NA	NA	NA	NA
ABplpaappp	64	69.2	71.7	70.4	69.5
ABplpaapppa	NA	NA	NA	NA	NA
ABplpaapppp	119	NA	NA	NA	NA
ABplpaappppa	NA	NA	NA	NA	NA
ABplpaappppp	NA	NA	NA	NA	NA
ABplpap	28	27.7	30.3	28.6	27.9
ABplpapa	38	38.2	35.4	36.8	35.4
ABplpapaa	47	53.2	53.6	61.4	54.8
ABplpapaaa	84	80.4	81.4	76	84.8
ABplpapaaaa	NA	NA	NA	NA	NA
ABplpapaaap	NA	NA	NA	NA	NA
ABplpapaap	79	78.7	85.1	73.3	83.1
ABplpapaapa	NA	NA	NA	NA	NA
ABplpapaapp	NA	NA	NA	NA	NA
ABplpapap	47	48	48.3	56	48.6
ABplpapapa	64	69.3	73.8	67.7	77.8
ABplpapapaa	NA	NA	NA	NA	NA
ABplpapapap	NA	NA	NA	NA	NA
ABplpapapp	74	74.8	71.9	70.5	71.4
ABplpapappa	NA	NA	NA	NA	NA
ABplpapappp	NA	NA	NA	NA	NA
ABplpapp	38	34.8	33.7	36.8	31
ABplpappa	37	42.6	44.8	45.3	42.2
ABplpappaa	54	56.5	53.5	59.4	49.9
ABplpappaaa	NA	NA	NA	NA	NA
ABplpappaap	NA	NA	NA	NA	NA
ABplpappap	NA	NA	NA	NA	NA
ABplpappp	49	51.4	55.4	56	49.9
ABplpapppa	57	74.8	77.7	73.2	82.5
ABplpapppaa	NA	NA	NA	NA	NA
ABplpapppap	NA	NA	NA	NA	NA
ABplpapppp	62	80.2	85.1	75.9	82.5
ABplpappppa	NA	NA	NA	NA	NA
ABplpappppp	NA	NA	NA	NA	NA
ABplpp	29	26.2	27	23.3	22.1
ABplppa	28	31.1	33.7	31.3	29.4
ABplppaa	38	39.9	40.6	39.5	39.9
ABplppaaa	57	55.1	50.4	53.4	50.2
ABplppaaaa	69	60.7	64.9	59.6	60.4
ABplppaaaaa	NA	NA	NA	NA	NA
ABplppaaaap	104	NA	NA	NA	NA
ABplppaaaapa	NA	NA	NA	NA	NA
ABplppaaaapp	NA	NA	NA	NA	NA
ABplppaaap	NA	NA	NA	NA	NA
ABplppaap	62	51.6	52.2	56	50.2
ABplppaapa	74	86.1	78	78.8	106.3
ABplppaapaa	NA	NA	NA	NA	NA
ABplppaapap	NA	NA	NA	NA	NA
ABplppaapp	69	75.1	85.4	73.3	78.3
ABplppaappa	NA	NA	NA	NA	NA
ABplppaappp	NA	NA	NA	NA	NA
ABplppap	38	38.3	37.2	36.8	35.4
ABplppapa	57	48.1	50.3	50.8	45.5
ABplppapaa	59	67.6	75.9	73.2	68
ABplppapaaa	119	NA	NA	NA	NA
ABplppapaaaa	NA	NA	NA	NA	NA
ABplppapaaap	NA	NA	NA	NA	NA
ABplppapaap	NA	NA	NA	NA	NA
ABplppapap	84	87.6	88.9	84.2	82.7
ABplppapapa	NA	NA	NA	NA	NA
ABplppapapp	NA	NA	NA	NA	NA
ABplppapp	57	51.6	55.7	56.1	51.7
ABplppappa	79	73.1	83.6	73.3	74.8
ABplppappaa	NA	NA	NA	NA	NA
ABplppappap	NA	NA	NA	NA	NA
ABplppappp	89	86	91	81.5	82.9
ABplppapppa	NA	NA	NA	NA	NA
ABplppapppp	NA	NA	NA	NA	NA
ABplppp	28	27.7	32	28.6	27.9
ABplpppa	38	36.5	35.5	39.5	35.4
ABplpppaa	52	49.6	51.9	48	47.1
ABplpppaaa	64	80.1	87	78.6	79.4
ABplpppaaaa	NA	NA	NA	NA	NA
ABplpppaaap	NA	NA	NA	NA	NA
ABplpppaap	32	72.9	85.1	73.1	77.8
ABplpppaapa	176	NA	NA	NA	NA
ABplpppaapaa	NA	NA	NA	NA	NA
ABplpppaapap	NA	NA	NA	NA	NA
ABplpppaapp	NA	NA	NA	NA	NA
ABplpppap	52	47.9	55.5	48	47.1
ABplpppapa	49	51.3	61.2	54	50.3
ABplpppapaa	NA	NA	NA	NA	NA
ABplpppapap	NA	NA	NA	NA	NA
ABplpppapp	NA	NA	NA	NA	NA
ABplpppp	38	34.9	35.5	36.8	33.9
ABplppppa	47	46.1	50.2	48	43.9
ABplppppaa	69	67.3	79.5	67.6	71.1
ABplppppaaa	NA	NA	NA	NA	NA
ABplppppaap	NA	NA	NA	NA	NA
ABplppppap	59	70.9	81.4	81.3	67.8
ABplppppapa	NA	NA	NA	NA	NA
ABplppppapp	NA	NA	NA	NA	NA
ABplppppp	49	51.4	55.5	53.4	51.6
ABplpppppa	67	85.7	94.5	97.9	92.6
ABplpppppaa	NA	NA	NA	NA	NA
ABplpppppap	NA	NA	NA	NA	NA
ABplpppppp	67	60.3	79.7	67.7	66.6
ABplppppppa	NA	NA	NA	NA	NA
ABplppppppp	NA	NA	NA	NA	NA
ABpr	17	16.3	3.3	5.1	5.8
ABpra	21	16.4	16.8	15.4	14.6
ABpraa	29	26.2	25.3	23.3	22.1
ABpraaa	28	31.1	32	28.6	27.9
ABpraaaa	38	41.7	38.9	42.1	45.8
ABpraaaaa	62	55.2	53.8	50.6	55.1
ABpraaaaaa	79	80.9	90.8	84.2	75.5
ABpraaaaaaa	NA	NA	NA	NA	NA
ABpraaaaaap	NA	NA	NA	NA	NA
ABpraaaaap	89	90	94.5	84.2	90.2
ABpraaaaapd	NA	NA	NA	NA	NA
ABpraaaaapv	NA	NA	NA	NA	NA
ABpraaaap	52	46.5	48.5	45.3	44.3
ABpraaaapa	79	87.7	79.5	78.6	96.3
ABpraaaapad	NA	NA	NA	NA	NA
ABpraaaapav	NA	NA	NA	NA	NA
ABpraaaapp	59	64	70.3	70.4	68.4
ABpraaaappa	NA	NA	NA	NA	NA
ABpraaaappp	94	NA	NA	NA	NA
ABpraaaapppa	NA	NA	NA	NA	NA
ABpraaaapppp	NA	NA	NA	NA	NA
ABpraaap	38	36.5	33.7	36.8	36.8
ABpraaapa	52	49.7	46.6	50.6	47
ABpraaapaa	64	78.5	82.7	75.8	77.8
ABpraaapaad	NA	NA	NA	NA	NA
ABpraaapaav	NA	NA	NA	NA	NA
ABpraaapap	74	74.9	73.5	70.4	71.4
ABpraaapapa	104	NA	NA	NA	NA
ABpraaapapaa	NA	NA	NA	NA	NA
ABpraaapapap	NA	NA	NA	NA	NA
ABpraaapapp	NA	NA	NA	NA	NA
ABpraaapp	42	41	43.1	39.9	37.8
ABpraaappa	64	76.3	73.4	78.3	78.9
ABpraaappaa	NA	NA	NA	NA	NA
ABpraaappap	NA	NA	NA	NA	NA
ABpraaappp	44	51.1	55.3	51.1	51.5
ABpraaapppa	89	NA	81.5	NA	NA
ABpraaapppaa	NA	NA	NA	NA	NA
ABpraaapppap	NA	NA	NA	NA	NA
ABpraaapppp	89	NA	75.9	68.5	NA
ABpraaappppa	NA	NA	NA	NA	NA
ABpraaappppp	NA	NA	NA	NA	NA
ABpraap	28	27.7	30.3	28.6	26.5
ABpraapa	38	41.7	37.1	36.8	41.3
ABpraapaa	57	49.8	48.3	48	47.2
ABpraapaaa	74	85.9	86.7	81.3	81.2
ABpraapaaaa	NA	NA	NA	NA	NA
ABpraapaaap	NA	NA	NA	NA	NA
ABpraapaap	59	71.3	68.3	70.4	69.9
ABpraapaapa	NA	NA	NA	NA	NA
ABpraapaapp	NA	NA	NA	NA	NA
ABpraapap	57	48.1	50.1	50.6	45.6
ABpraapapa	79	82.2	86.8	78.6	82.8
ABpraapapaa	NA	NA	NA	NA	NA
ABpraapapap	NA	NA	NA	NA	NA
ABpraapapp	59	64	68.3	59.4	64.9
ABpraapappa	NA	NA	NA	NA	NA
ABpraapappp	104	NA	NA	NA	NA
ABpraapapppa	NA	NA	NA	NA	NA
ABpraapapppp	NA	NA	NA	NA	NA
ABpraapp	38	36.5	35.4	36.8	35.4
ABpraappa	57	54.8	51.9	53.4	54.7
ABpraappaa	NA	NA	NA	NA	109.3
ABpraappaaa	NA	NA	NA	NA	NA
ABpraappaap	NA	NA	NA	NA	NA
ABpraappap	NA	NA	NA	NA	NA
ABpraappp	47	49.6	50.1	48	50
ABpraapppa	NA	NA	NA	NA	NA
ABpraapppp	NA	NA	NA	NA	NA
ABprap	29	24.6	27	23.3	23.5
ABprapa	28	29.4	30.3	26	26.5
ABprapaa	38	38.3	38.9	42.1	38.4
ABprapaaa	49	48	48.5	45.4	45.5
ABprapaaaa	87	80.1	90.6	78.6	81.1
ABprapaaaaa	NA	NA	NA	NA	NA
ABprapaaaap	114	NA	NA	NA	NA
ABprapaaaapa	NA	NA	NA	NA	NA
ABprapaaaapp	NA	NA	NA	NA	NA
ABprapaaap	82	72.9	85.1	73.1	73
ABprapaaapa	119	NA	NA	NA	NA
ABprapaaapad	NA	NA	NA	NA	NA
ABprapaaapav	NA	NA	NA	NA	NA
ABprapaaapp	NA	NA	NA	NA	NA
ABprapaap	52	55	53.8	53.4	48.7
ABprapaapa	NA	NA	NA	NA	NA
ABprapaapp	NA	NA	NA	NA	NA
ABprapap	38	34.9	35.4	36.8	35.4
ABprapapa	47	49.6	50.1	47.9	45.5
ABprapapaa	329	NA	NA	NA	NA
ABprapapaaa	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA
ABprapapap	NA	NA	NA	NA	NA
ABprapapp	47	44.4	46.6	45.3	44
ABprapappa	NA	NA	NA	NA	NA
ABprapappp	79	83.5	95.9	86.7	90.6
ABprapapppa	NA	NA	NA	NA	NA
ABprapapppp	94	NA	NA	NA	NA
ABprapappppa	84	NA	NA	NA	NA
ABprapappppaa	NA	NA	NA	NA	NA
ABprapappppap	NA	NA	NA	NA	NA
ABprapappppp	NA	NA	NA	NA	NA
ABprapp	28	31	30.3	28.6	27.9
ABprappa	38	38.2	40.6	44.8	42.9
ABprappaa	45	49.7	50.3	48	50.4
ABprappaaa	NA	NA	NA	NA	NA
ABprappaap	NA	NA	NA	NA	NA
ABprappap	45	48	52.1	45.4	50.4
ABprappapa	NA	NA	NA	NA	NA
ABprappapp	NA	NA	NA	NA	NA
ABprappp	38	41.6	43.9	44.8	39.9
ABprapppa	57	55.1	52.2	50.8	53.4
ABprapppaa	79	NA	92.9	84.3	99.8
ABprapppaaa	NA	NA	NA	NA	NA
ABprapppaap	NA	NA	NA	NA	NA
ABprapppap	59	71.6	76.2	65.1	70.3
ABprapppapa	NA	NA	NA	NA	NA
ABprapppapp	114	NA	NA	NA	NA
ABprapppappa	NA	NA	NA	NA	NA
ABprapppappp	NA	NA	NA	NA	NA
ABprapppp	57	53.3	55.7	48	53.4
ABprappppa	NA	NA	NA	NA	NA
ABprappppp	NA	NA	NA	NA	NA
ABprp	21	16.4	18.5	15.4	14.6
ABprpa	29	24.6	25.3	23.3	22.1
ABprpaa	28	31	32	28.6	29.4
ABprpaaa	38	36.5	37.2	36.8	36.9
ABprpaaaa	49	46.2	46.7	45.3	44.1
ABprpaaaaa	67	72.8	83.1	73	81
ABprpaaaaaa	NA	NA	NA	NA	NA
ABprpaaaaap	NA	NA	NA	NA	NA
ABprpaaaap	67	67.4	75.7	64.8	74.6
ABprpaaaapa	NA	NA	NA	NA	NA
ABprpaaaapp	NA	NA	NA	NA	NA
ABprpaaap	49	48	46.7	45.3	44.1
ABprpaaapa	87	93	103.5	92.1	100.7
ABprpaaapaa	NA	NA	NA	NA	NA
ABprpaaapap	NA	NA	NA	NA	NA
ABprpaaapp	67	65.6	70.1	70.2	61.6
ABprpaaappa	115	NA	NA	NA	NA
ABprpaaappaa	NA	NA	NA	NA	NA
ABprpaaappap	NA	NA	NA	NA	NA
ABprpaaappp	NA	NA	NA	NA	NA
ABprpaap	38	36.5	35.5	34.2	35.4
ABprpaapa	49	49.7	50.2	47.9	47
ABprpaapaa	77	87.5	74	73	84.4
ABprpaapaaa	NA	NA	NA	NA	NA
ABprpaapaap	NA	NA	NA	NA	NA
ABprpaapap	77	80.2	88.8	73	86
ABprpaapapa	NA	NA	NA	NA	NA
ABprpaapapp	NA	NA	NA	NA	NA
ABprpaapp	42	46.2	48.4	47.9	42.4
ABprpaappa	81	74.7	79.4	75.7	79.2
ABprpaappaa	NA	NA	NA	NA	NA
ABprpaappap	NA	NA	NA	NA	NA
ABprpaappp	74	69.2	79.4	70.2	77.6
ABprpaapppa	NA	NA	NA	NA	NA
ABprpaapppp	114	NA	NA	NA	NA
ABprpaappppa	NA	NA	NA	NA	NA
ABprpaappppp	NA	NA	NA	NA	NA
ABprpap	28	31	30.3	28.6	27.9
ABprpapa	38	36.5	35.4	36.8	35.4
ABprpapaa	49	51.5	51.9	50.6	48.6
ABprpapaaa	81	74.9	77.7	73.1	82.7
ABprpapaaaa	NA	NA	NA	NA	NA
ABprpapaaap	NA	NA	NA	NA	NA
ABprpapaap	77	73	83.2	70.4	77.8
ABprpapaapa	NA	NA	NA	NA	NA
ABprpapaapp	NA	NA	NA	NA	NA
ABprpapap	47	48	53.6	50.6	44
ABprpapapa	64	69.2	66.6	62.1	66.3
ABprpapapaa	NA	NA	NA	NA	NA
ABprpapapap	NA	NA	NA	NA	NA
ABprpapapp	69	71.1	72.2	64.9	69.5
ABprpapappa	NA	NA	NA	NA	NA
ABprpapappp	NA	NA	NA	NA	NA
ABprpapp	38	34.8	35.4	34.2	33.9
ABprpappa	42	46.1	48.3	47.9	47
ABprpappaa	69	65.5	68.3	67.5	69.5
ABprpappaaa	NA	NA	NA	NA	NA
ABprpappaap	NA	NA	NA	NA	NA
ABprpappap	69	69.1	77.5	70.2	69.5
ABprpappapa	NA	NA	NA	NA	NA
ABprpappapp	NA	NA	NA	NA	NA
ABprpappp	49	47.9	50.1	47.9	43.9
ABprpapppa	67	74.7	81.2	86.7	80.7
ABprpapppaa	NA	NA	NA	NA	NA
ABprpapppap	NA	NA	NA	NA	NA
ABprpapppp	62	71	73.8	70.2	72.6
ABprpappppa	NA	NA	NA	NA	NA
ABprpappppp	NA	NA	NA	NA	NA
ABprpp	29	26.2	27	23.3	22.1
ABprppa	28	32.7	30.3	31.3	29.4
ABprppaa	38	40	42.2	36.8	35.4
ABprppaaa	57	51.7	55.7	50.8	54.7
ABprppaaaa	67	60.6	65.2	56.8	62
ABprppaaaaa	NA	NA	NA	NA	NA
ABprppaaaap	111	NA	NA	NA	NA
ABprppaaaapa	NA	NA	NA	NA	NA
ABprppaaaapp	NA	NA	NA	NA	NA
ABprppaaap	NA	NA	NA	NA	NA
ABprppaap	62	49.9	50.4	56.1	48.6
ABprppaapa	79	84.3	85.3	81.5	94.2
ABprppaapaa	NA	NA	NA	NA	NA
ABprppaapap	NA	NA	NA	NA	NA
ABprppaapp	69	75.1	87.1	73.3	79.6
ABprppaappa	NA	NA	NA	NA	NA
ABprppaappp	NA	NA	NA	NA	NA
ABprppap	38	36.7	38.9	36.8	35.4
ABprppapa	57	51.6	52.1	48	47
ABprppapaa	59	67.7	74.1	67.6	68.1
ABprppapaaa	119	NA	NA	NA	NA
ABprppapaaaa	NA	NA	NA	NA	NA
ABprppapaaap	NA	NA	NA	NA	NA
ABprppapaap	NA	NA	NA	NA	NA
ABprppapap	84	89.7	88.9	84	97.5
ABprppapapa	NA	NA	NA	NA	NA
ABprppapapp	NA	NA	NA	NA	NA
ABprppapp	57	55.1	55.7	53.4	57.9
ABprppappa	74	80.7	78	78.7	76.7
ABprppappaa	NA	NA	NA	NA	NA
ABprppappap	NA	NA	NA	NA	NA
ABprppappp	89	91.7	94.8	89.7	104.8
ABprppapppa	NA	NA	NA	NA	NA
ABprppapppp	NA	NA	NA	NA	NA
ABprppp	28	31.1	28.7	28.6	29.4
ABprpppa	38	34.9	37.2	36.8	33.9
ABprpppaa	52	48	50.2	53.4	48.6
ABprpppaaa	64	72.9	77.7	75.9	77.8
ABprpppaaaa	NA	NA	NA	NA	NA
ABprpppaaap	NA	NA	NA	NA	NA
ABprpppaap	59	82	81.4	78.7	77.8
ABprpppaapa	149	NA	NA	NA	NA
ABprpppaapaa	NA	NA	NA	NA	NA
ABprpppaapap	NA	NA	NA	NA	NA
ABprpppaapp	NA	NA	NA	NA	NA
ABprpppap	52	48	51.9	53.4	48.6
ABprpppapa	49	53	63	56.8	52
ABprpppapaa	NA	NA	NA	NA	NA
ABprpppapap	NA	NA	NA	NA	NA
ABprpppapp	NA	NA	NA	NA	NA
ABprpppp	38	34.9	35.4	36.8	33.9
ABprppppa	49	49.7	46.6	50.6	44
ABprppppaa	67	72.9	83	67.6	72.7
ABprppppaaa	NA	NA	NA	NA	NA
ABprppppaap	NA	NA	NA	NA	NA
ABprppppap	57	71.2	75.6	67.6	69.5
ABprppppapa	NA	NA	NA	NA	NA
ABprppppapp	NA	NA	NA	NA	NA
ABprppppp	49	51.5	50.1	53.4	45.5
ABprpppppa	67	96.8	84.9	81.4	97.2
ABprpppppaa	NA	NA	NA	NA	NA
ABprpppppap	NA	NA	NA	NA	NA
ABprpppppp	67	65.7	70.1	62.3	64.7
ABprppppppa	NA	NA	NA	NA	NA
ABprppppppp	NA	NA	NA	NA	NA
C	23	18	11.7	10.2	13.2
Ca	29	26.1	27	23.2	20.6
Caa	37	32.7	33.7	31.3	30.9
Caaa	27	38.2	38.8	36.8	38.3
Caaaa	51	56.6	48.3	50.5	51.6
Caaaaa	NA	NA	NA	NA	NA
Caaaap	NA	NA	NA	NA	NA
Caaap	56	53.1	48.3	47.9	54.7
Caaapa	NA	NA	NA	NA	NA
Caaapp	NA	NA	NA	NA	NA
Caap	46	51.7	49.1	44.7	50.2
Caapa	147	130.9	126.6	NA	117.4
Caapaa	NA	NA	NA	NA	NA
Caapap	NA	NA	NA	NA	NA
Caapp	52	58.9	59.4	56.1	53.6
Caappd	NA	NA	NA	NA	NA
Caappv	NA	NA	NA	NA	NA
Cap	37	39.4	47.2	41.7	38.2
Capa	54	57	56.3	52.8	53.5
Capaa	54	57.5	56.5	56.3	50.8
Capaaa	74	NA	77.3	NA	77.4
Capaaaa	NA	NA	NA	NA	NA
Capaaap	NA	NA	NA	NA	NA
Capaap	84	NA	83	NA	87.3
Capaapa	NA	NA	NA	NA	NA
Capaapp	NA	NA	NA	NA	NA
Capap	54	55.7	54.7	56.3	50.8
Capapa	79	NA	81.1	NA	82.3
Capapaa	NA	NA	NA	NA	NA
Capapap	NA	NA	NA	NA	NA
Capapp	85	NA	98	NA	92.3
Capappa	NA	NA	NA	NA	NA
Capappp	NA	NA	NA	NA	NA
Capp	61	50.2	47.6	44.8	49
Cappa	42	46.7	50.9	56.2	50.7
Cappaa	69	71.7	61.9	32.5	67.3
Cappaaa	NA	NA	NA	NA	NA
Cappaap	NA	NA	NA	NA	NA
Cappap	79	86.4	73	NA	78.8
Cappapa	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA
Cappp	42	55.5	52.7	59	53.8
Capppa	79	NA	69.4	NA	79
Capppaa	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA
Capppp	89	NA	75	NA	92.2
Cappppd	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA
Cp	29	26.1	27	23.2	22.1
Cpa	37	31.1	32	31.3	29.4
Cpaa	34	36.4	35.4	34.2	35.4
Cpaaa	49	61.7	53.5	55.9	54.5
Cpaaaa	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA
Cpaap	47	61.7	51.8	50.5	53
Cpaapa	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA
Cpap	44	39.8	37.1	36.8	36.8
Cpapa	49	61.8	69.5	61.3	54.6
Cpapaa	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA
Cpapp	54	60.1	62.4	55.9	60.8
Cpappd	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA
Cpp	37	37.7	38.8	33.8	36.7
Cppa	54	55.3	57.7	55.4	55
Cppaa	54	53.9	54.5	58.9	49.3
Cppaaa	74	77.7	71.4	NA	77.4
Cppaaaa	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA
Cppaap	84	NA	86.3	NA	85.6
Cppaapa	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA
Cppap	59	55.6	50.9	58.9	54
Cppapa	74	NA	86.2	NA	80.9
Cppapaa	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA
Cppapp	81	NA	95.5	NA	87.6
Cppappa	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA
Cppp	54	46.7	47.4	44.7	44.5
Cpppa	49	50.1	56	58.7	49
Cpppaa	69	75.3	69	NA	75.2
Cpppaaa	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA
Cpppap	79	79	87.7	NA	80.2
Cpppapa	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA
Cpppp	49	57	56	56	50.5
Cppppa	79	73.8	69	NA	78.6
Cppppaa	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA
Cppppp	89	NA	87.7	NA	83.5
Cpppppd	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA
D	39	40.9	38.8	36.2	32.3
Da	45	44.6	47.3	44.5	44.2
Daa	47	53	49.9	47.8	54.3
Daaa	64	60.3	58.8	53.8	59.8
Daaaa	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA
Daap	64	63.9	64.3	64.8	67.8
Daapa	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA
Dap	37	49.5	46.4	45.1	48.2
Dapa	69	56.5	58.7	53.8	61.1
Dapaa	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA
Dapp	59	53	60.5	56.4	53.1
Dappa	81	NA	85.5	NA	88.4
Dappaa	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA
Dappp	99	NA	NA	NA	93.5
Dapppa	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA
Dp	45	44.6	49	41.9	44.2
Dpa	46	51.3	50	47.8	52.8
Dpaa	63	63.8	62.5	59.2	56.5
Dpaaa	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA
Dpap	65	65.6	62.5	67.4	66.2
Dpapa	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA
Dpp	37	47.8	44.7	45.2	46.7
Dppa	64	58.2	64.1	61.9	61.1
Dppaa	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA
Dppp	59	52.9	58.7	56.6	51.5
Dpppa	79	NA	87.3	NA	86.6
Dpppaa	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA
Dpppp	99	NA	NA	NA	98.4
Dppppa	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA
E	22	18	10	10.2	11.7
EMS	22	14.7	NA	NA	NA
Ea	43	44.2	45.5	41.3	42.6
Eal	54	47.7	43.9	41.8	48.6
Eala	73	71.8	74.2	66.5	63.8
Ealaa	123	NA	NA	NA	129.9
Ealaad	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA
Ealap	313	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA
Ealp	73	75.3	70.6	66.5	65.4
Ealpa	NA	NA	NA	NA	NA
Ealpp	313	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA
Ear	54	47.7	45.6	44.4	50
Eara	73	77.1	72.5	69.3	70.2
Earaa	123	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA
Earap	313	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA
Earp	73	80.6	70.7	66.5	73.3
Earpa	NA	NA	87.1	NA	NA
Earpaa	NA	NA	NA	NA	NA
Earpap	NA	NA	NA	NA	NA
Earpp	313	NA	83.4	NA	NA
Earppa	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA
Ep	45	47.4	47.2	46.5	44.2
Epl	56	51.1	52.3	47.3	50
Epla	68	70.4	74.8	66.6	62.5
Eplaa	314	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA
Eplap	314	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA
Eplp	78	73.9	74.8	69.3	71.8
Eplpa	304	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA
Eplpp	124	NA	NA	NA	NA
Eplppa	179	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA
Eplppp	179	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA
Epr	56	49.4	49	47.3	48.6
Epra	68	77.3	78.1	69.3	70.2
Epraa	314	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA
Eprap	314	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA
Eprp	78	79.1	78.1	69.3	73.3
Eprpa	304	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA
Eprpp	124	NA	NA	NA	NA
