Cells,WTDivMeans.Cells.,LateCalls,EarlyCalls,MissedCalls,EctopicCalls,TotalDefects,CC_Dif_pValues,WTCCMeans.Cells.,MutantCCMeans.Cells.
ABarappapp,300.095454545455,0,0,0,0,0,1,76.5772727272727,76.5772727272727
ABarappappa,NA,0,0,0,0,0,NA,NA,NA
ABarappappp,NA,0,0,0,0,0,NA,NA,NA
ABarappp,169.9,0,0,0,0,0,1,34.9909090909091,34.9909090909091
ABarapppa,220.072727272727,0,0,0,0,0,1,48.5636363636364,48.5636363636364
ABarapppaa,303.45,0,0,0,0,0,1,81.7590909090909,81.7590909090909
ABarapppaaa,NA,0,0,0,0,0,NA,NA,NA
ABarapppaap,NA,0,0,0,0,0,NA,NA,NA
ABarapppap,298.936363636364,1,0,0,0,1,1,77.2409090909091,77.2409090909091
ABarapppapa,NA,0,0,0,0,0,NA,NA,NA
ABarapppapp,NA,0,0,0,0,0,NA,NA,NA
ABarapppp,217.781818181818,0,0,0,0,0,1,46.2636363636364,46.2636363636364
ABarappppa,295.140909090909,0,0,0,0,0,1,75.7136363636364,75.7136363636364
ABarappppaa,NA,0,0,0,0,0,NA,NA,NA
ABarappppap,NA,0,0,0,0,0,NA,NA,NA
ABarappppp,285.990909090909,0,0,0,0,0,1,66.5545454545454,66.5545454545454
ABarapppppa,407.333333333333,0,0,0,0,0,1,121.266666666667,121.266666666667
ABarapppppaa,NA,0,0,0,0,0,NA,NA,NA
ABarapppppap,NA,0,0,0,0,0,NA,NA,NA
ABarapppppp,NA,0,0,0,0,0,NA,NA,NA
ABarp,73.6409090909091,0,1,0,0,1,1,16.7909090909091,16.7909090909091
ABarpa,102.440909090909,0,0,0,0,0,1,27.0545454545455,27.0545454545455
ABarpaa,131.463636363636,0,0,0,0,0,1,27.3181818181818,27.3181818181818
ABarpaaa,178.540909090909,0,0,0,0,0,1,45.4227272727273,45.4227272727273
ABarpaaaa,230.65,0,0,0,0,0,1,50.4909090909091,50.4909090909091
ABarpaaaaa,325.611111111111,0,0,0,0,0,1,94.2833333333333,94.2833333333333
ABarpaaaaal,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaaar,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaap,322.642105263158,0,0,0,0,0,1,91.3684210526316,91.3684210526316
ABarpaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABarpaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABarpaaap,236.031818181818,0,0,0,0,0,1,55.8818181818182,55.8818181818182
ABarpaaapa,323.505263157895,0,0,0,0,0,1,86.8263157894737,86.8263157894737
ABarpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABarpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABarpaaapp,NA,0,0,0,0,0,NA,NA,NA
ABarpaap,167.754545454545,0,0,0,0,0,1,34.6181818181818,34.6181818181818
ABarpaapa,214.813636363636,0,0,0,0,0,1,45.4227272727273,45.4227272727273
ABarpaapaa,NA,0,0,0,0,0,NA,NA,NA
ABarpaapap,NA,0,0,0,0,0,NA,NA,NA
ABarpaapp,215.227272727273,0,0,0,0,0,1,45.8318181818182,45.8318181818182
ABarpaappa,NA,0,0,0,0,0,NA,NA,NA
ABarpaappp,NA,0,0,0,0,0,NA,NA,NA
ABarpap,132.559090909091,0,0,0,0,0,1,28.4090909090909,28.4090909090909
ABarpapa,169.713636363636,0,0,0,0,0,1,35.4863636363636,35.4863636363636
ABarpapaa,222.05,0,0,0,0,0,1,50.6954545454545,50.6954545454545
ABarpapaaa,314.380952380952,0,0,0,0,0,1,90.8857142857143,90.8857142857143
ABarpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABarpapaap,286,0,0,0,0,0,1,62.3,62.3
ABarpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaapp,373.02,0,0,0,0,0,1,87.1,87.1
ABarpapaappa,NA,0,0,0,0,0,NA,NA,NA
ABarpapaappp,NA,0,0,0,0,0,NA,NA,NA
ABarpapap,221.472727272727,0,0,0,0,0,1,50.1363636363636,50.1363636363636
ABarpapapa,NA,0,0,0,0,0,NA,NA,NA
ABarpapapp,NA,0,0,0,0,0,NA,NA,NA
ABarpapp,170.404545454545,0,0,0,0,0,1,36.1818181818182,36.1818181818182
ABarpappa,226.922727272727,0,0,0,0,0,1,54.8954545454545,54.8954545454545
ABarpappaa,NA,0,0,0,0,0,NA,NA,NA
ABarpappap,NA,0,0,0,0,0,NA,NA,NA
ABarpappp,220.531818181818,0,0,0,0,0,1,48.5,48.5
ABarpapppa,NA,0,0,0,0,0,NA,NA,NA
ABarpapppp,NA,0,0,0,0,0,NA,NA,NA
ABarpp,103.704545454545,1,0,0,0,1,1,28.3272727272727,28.3272727272727
ABarppa,133.640909090909,0,0,0,0,0,1,28.2136363636364,28.2136363636364
ABarppaa,174.995454545455,0,0,0,0,0,1,39.7045454545455,39.7045454545455
ABarppaaa,232.627272727273,0,0,0,0,0,1,56,56
ABarppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABarppaaap,NA,0,0,0,0,0,NA,NA,NA
ABarppaap,226.286363636364,0,0,0,0,0,1,49.6545454545455,49.6545454545455
ABarppaapa,NA,0,0,0,0,0,NA,NA,NA
ABarppaapp,NA,0,0,0,0,0,NA,NA,NA
ABarppaappa,NA,0,0,0,0,0,NA,NA,NA
ABarppaappp,NA,0,0,0,0,0,NA,NA,NA
ABarppap,176.645454545455,0,0,0,0,0,1,41.3590909090909,41.3590909090909
ABarppapa,233.936363636364,0,0,0,0,0,1,55.6363636363636,55.6363636363636
ABarppapaa,NA,0,0,0,0,0,NA,NA,NA
ABarppapap,NA,0,0,0,0,0,NA,NA,NA
ABarppapp,234.813636363636,0,0,0,0,0,1,56.5090909090909,56.5090909090909
ABarppappa,NA,0,0,0,0,0,NA,NA,NA
ABarppappp,NA,0,0,0,0,0,NA,NA,NA
ABarppp,134.336363636364,0,0,0,0,0,1,28.9090909090909,28.9090909090909
ABarpppa,173.790909090909,0,0,0,0,0,1,37.7818181818182,37.7818181818182
ABarpppaa,230.122727272727,0,0,0,0,0,1,54.7227272727273,54.7227272727273
ABarpppaaa,NA,0,0,0,0,0,NA,NA,NA
ABarpppaap,NA,0,0,0,0,0,NA,NA,NA
ABarpppap,224.763636363636,0,0,0,0,0,1,49.3545454545455,49.3545454545455
ABarpppapa,NA,0,0,0,0,0,NA,NA,NA
ABarpppapp,NA,0,0,0,1,1,NA,NA,197.8
ABarpppappa,NA,0,0,0,0,0,NA,NA,NA
ABarpppappp,NA,0,0,0,0,0,NA,NA,NA
ABarpppp,176.345454545455,0,0,0,0,0,1,40.3590909090909,40.3590909090909
ABarppppa,231.381818181818,0,0,0,0,0,1,53.3954545454545,53.3954545454545
ABarppppaa,NA,0,0,0,0,0,NA,NA,NA
ABarppppap,NA,0,0,0,0,0,NA,NA,NA
ABarppppp,232.6,0,0,0,0,0,1,54.6181818181818,54.6181818181818
ABarpppppa,NA,0,0,0,0,0,NA,NA,NA
ABarpppppp,NA,0,0,0,0,0,NA,NA,NA
ABp,41.9136363636364,0,0,0,0,0,1,12.2666666666667,12.2666666666667
ABpl,55.1636363636364,0,0,0,0,0,1,12.2952380952381,12.2952380952381
ABpla,73.2727272727273,0,1,0,0,1,1,16.4363636363636,16.4363636363636
ABplaa,100.713636363636,0,0,0,0,0,1,25.6954545454545,25.6954545454545
ABplaaa,131.940909090909,0,0,0,0,0,1,29.5318181818182,29.5318181818182
ABplaaaa,169.786363636364,0,0,0,0,0,1,36.1681818181818,36.1681818181818
ABplaaaaa,223.340909090909,0,0,0,0,0,1,51.9272727272727,51.9272727272727
ABplaaaaaa,316.338095238095,0,0,0,0,0,1,91.4238095238095,91.4238095238095
ABplaaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaap,287.659090909091,0,0,0,0,0,1,62.6772727272727,62.6772727272727
ABplaaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaapp,379.9,0,0,0,0,0,1,89.575,89.575
ABplaaaaappa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplaaaap,221.622727272727,0,0,0,0,0,1,50.2090909090909,50.2090909090909
ABplaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplaaap,171.354545454545,0,0,0,0,0,1,37.7409090909091,37.7409090909091
ABplaaapa,227.945454545455,0,0,0,0,0,1,54.9818181818182,54.9818181818182
ABplaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplaaapap,NA,0,0,0,0,0,NA,NA,NA
ABplaaapp,221.704545454545,0,0,0,0,0,1,48.7454545454545,48.7454545454545
ABplaaappa,NA,0,0,0,0,0,NA,NA,NA
ABplaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplaap,130.940909090909,0,0,0,0,0,1,28.55,28.55
ABplaapa,169.959090909091,0,0,0,0,0,1,37.3318181818182,37.3318181818182
ABplaapaa,221.413636363636,0,0,0,0,0,1,49.8136363636364,49.8136363636364
ABplaapaaa,306.077272727273,0,0,0,0,0,1,83.0227272727273,83.0227272727273
ABplaapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplaapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplaapaap,293.6,0,0,0,0,0,1,70.5545454545455,70.5545454545455
ABplaapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplaapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplaapap,219.55,0,0,0,0,0,1,47.9590909090909,47.9590909090909
ABplaapapa,307.327272727273,0,0,0,0,0,1,86.1318181818182,86.1318181818182
ABplaapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplaapapap,NA,0,0,0,0,0,NA,NA,NA
ABplaapapp,284.354545454545,0,0,0,0,0,1,63.1545454545455,63.1545454545455
ABplaapappa,NA,0,0,0,0,0,NA,NA,NA
ABplaapappp,388.8,0,0,0,0,0,1,99.4,99.4
ABplaapapppa,NA,0,0,0,0,0,NA,NA,NA
ABplaapapppp,NA,0,0,0,0,0,NA,NA,NA
ABplaapp,166.154545454545,0,0,0,0,0,1,33.5363636363636,33.5363636363636
ABplaappa,220.4,0,0,0,0,0,1,52.6045454545455,52.6045454545455
ABplaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplaappap,NA,0,0,0,0,0,NA,NA,NA
ABplaappp,213.240909090909,0,0,0,0,0,1,45.4636363636364,45.4636363636364
ABplaapppa,NA,0,0,0,0,0,NA,NA,NA
ABplaapppp,NA,0,0,0,1,1,NA,NA,91.1
ABplaappppa,NA,0,0,0,0,0,NA,NA,NA
ABplaappppp,NA,0,0,0,0,0,NA,NA,NA
ABplap,100.795454545455,0,0,0,0,0,1,25.7818181818182,25.7818181818182
ABplapa,131.081818181818,0,0,0,0,0,1,28.5954545454545,28.5954545454545
ABplapaa,171.363636363636,0,0,0,0,0,1,38.5954545454545,38.5954545454545
ABplapaaa,220.918181818182,0,0,0,0,0,1,47.8954545454545,47.8954545454545
ABplapaaaa,301.190909090909,0,0,0,0,0,1,78.6454545454545,78.6454545454545
ABplapaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaaap,418.1,0,0,0,0,0,1,113.05,113.05
ABplapaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapaaap,298.922727272727,0,0,0,0,0,1,76.3863636363636,76.3863636363636
ABplapaaapa,NA,0,0,0,1,1,NA,NA,117.3
ABplapaaapad,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapav,NA,0,0,0,0,0,NA,NA,NA
ABplapaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapaap,225.65,0,0,0,0,0,1,52.6409090909091,52.6409090909091
ABplapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplapap,167.4,0,0,0,0,0,1,34.6363636363636,34.6363636363636
ABplapapa,218.240909090909,0,0,0,0,0,1,49.2045454545455,49.2045454545455
ABplapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplapapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapapaap,NA,0,0,0,0,0,NA,NA,NA
ABplapapap,NA,0,0,0,0,0,NA,NA,NA
ABplapapp,214.754545454545,0,0,0,0,0,1,45.7318181818182,45.7318181818182
ABplapappa,NA,0,0,0,0,0,NA,NA,NA
ABplapappp,304.152380952381,0,0,1,0,1,1,87.6571428571429,87.6571428571429
ABplapapppa,NA,0,0,0,0,0,NA,NA,NA
ABplapapppp,399.5,0,0,1,0,1,1,91.15,91.15
ABplapappppa,NA,0,0,0,0,0,NA,NA,NA
ABplapappppaa,NA,0,0,0,0,0,NA,NA,NA
ABplapappppap,NA,0,0,0,0,0,NA,NA,NA
ABplapappppp,NA,0,0,0,0,0,NA,NA,NA
ABplapp,131.709090909091,0,0,0,0,0,1,29.2272727272727,29.2272727272727
ABplappa,170.531818181818,0,0,0,0,0,1,37.15,37.15
ABplappaa,221.25,0,0,0,0,0,1,49.0909090909091,49.0909090909091
ABplappaaa,NA,0,0,0,0,0,NA,NA,NA
ABplappaap,NA,0,0,0,0,0,NA,NA,NA
ABplappap,221.05,0,0,0,0,0,1,48.8863636363636,48.8863636363636
ABplappapa,NA,0,0,0,0,0,NA,NA,NA
ABplappapp,NA,0,0,0,0,0,NA,NA,NA
ABplappp,173.395454545455,0,0,0,0,0,1,40.0318181818182,40.0318181818182
ABplapppa,229.331818181818,0,0,0,0,0,1,54.2772727272727,54.2772727272727
ABplapppaa,325.305,0,0,0,0,0,1,94.63,94.63
ABplapppaaa,NA,0,0,0,0,0,NA,NA,NA
ABplapppaap,NA,0,0,0,0,0,NA,NA,NA
ABplapppap,299.813636363636,0,0,0,0,0,1,68.8909090909091,68.8909090909091
ABplapppapa,NA,0,0,0,0,0,NA,NA,NA
ABplapppapp,406.366666666667,0,0,0,0,0,1,103.333333333333,103.333333333333
ABplapppappa,NA,0,0,0,0,0,NA,NA,NA
ABplapppappp,NA,0,0,0,0,0,NA,NA,NA
ABplapppp,228.531818181818,0,0,0,0,0,1,53.4863636363636,53.4863636363636
ABplappppa,NA,0,0,0,0,0,NA,NA,NA
ABplappppp,NA,0,0,0,0,0,NA,NA,NA
ABplp,73.7772727272727,0,1,0,0,1,1,16.9363636363636,16.9363636363636
ABplpa,101.827272727273,0,0,0,0,0,1,26.2954545454545,26.2954545454545
ABplpaa,133.618181818182,0,0,0,0,0,1,30.0954545454545,30.0954545454545
ABplpaaa,171.704545454545,0,0,0,0,0,1,36.4136363636364,36.4136363636364
ABplpaaaa,219.086363636364,0,0,0,0,0,1,45.7272727272727,45.7272727272727
ABplpaaaaa,297.581818181818,0,0,0,0,0,1,76.8409090909091,76.8409090909091
ABplpaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaap,288.968181818182,0,0,0,0,0,1,68.2272727272727,68.2272727272727
ABplpaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpaaap,220.636363636364,0,0,0,0,0,1,47.2727272727273,47.2727272727273
ABplpaaapa,316.314285714286,0,0,0,0,0,1,94.1809523809524,94.1809523809524
ABplpaaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaapap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaapp,288.577272727273,0,0,0,0,0,1,66.3181818181818,66.3181818181818
ABplpaaappa,401.833333333333,0,0,0,0,0,1,112.533333333333,112.533333333333
ABplpaaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaaappap,NA,0,0,0,0,0,NA,NA,NA
ABplpaaappp,NA,0,0,0,0,0,NA,NA,NA
ABplpaap,170.636363636364,0,0,0,0,0,1,35.35,35.35
ABplpaapa,221.395454545455,0,0,0,0,0,1,49.1409090909091,49.1409090909091
ABplpaapaa,298.827272727273,0,0,0,0,0,1,75.7909090909091,75.7909090909091
ABplpaapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapaap,NA,0,0,0,0,0,NA,NA,NA
ABplpaapap,298.286363636364,0,0,0,0,0,1,75.25,75.25
ABplpaapapa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapapp,NA,0,0,0,0,0,NA,NA,NA
ABplpaapp,217.718181818182,0,0,0,0,0,1,45.4545454545455,45.4545454545455
ABplpaappa,292.15,0,0,0,0,0,1,72.8363636363636,72.8363636363636
ABplpaappaa,NA,0,0,0,0,0,NA,NA,NA
ABplpaappap,NA,0,0,0,0,0,NA,NA,NA
ABplpaappp,287.731818181818,0,0,0,0,0,1,68.4,68.4
ABplpaapppa,NA,0,0,0,0,0,NA,NA,NA
ABplpaapppp,399.1,0,0,0,0,0,1,110.333333333333,110.333333333333
ABplpaappppa,NA,0,0,0,0,0,NA,NA,NA
ABplpaappppp,NA,0,0,0,0,0,NA,NA,NA
ABplpap,132.190909090909,0,0,0,0,0,1,28.6727272727273,28.6727272727273
ABplpapa,169.918181818182,0,0,0,0,0,1,36.0681818181818,36.0681818181818
ABplpapaa,222.981818181818,0,0,0,0,0,1,51.4318181818182,51.4318181818182
ABplpapaaa,302.722727272727,0,1,0,0,1,1,78.1090909090909,78.1090909090909
ABplpapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpapaap,303.586363636364,0,0,0,0,0,1,78.9727272727273,78.9727272727273
ABplpapaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpapaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpapap,219.759090909091,0,0,0,0,0,1,48.2181818181818,48.2181818181818
ABplpapapa,290.290909090909,0,0,0,0,0,1,68.8909090909091,68.8909090909091
ABplpapapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapapap,NA,0,0,0,0,0,NA,NA,NA
ABplpapapp,292.25,0,0,0,0,0,1,70.8590909090909,70.8590909090909
ABplpapappa,NA,0,0,0,0,0,NA,NA,NA
ABplpapappp,NA,0,0,0,0,0,NA,NA,NA
ABplpapp,167.404545454545,0,0,0,0,0,1,33.5454545454545,33.5454545454545
ABplpappa,212.404545454545,0,0,0,0,0,1,43.3727272727273,43.3727272727273
ABplpappaa,267.013636363636,0,1,0,0,1,1,52.9545454545455,52.9545454545455
ABplpappaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpappaap,NA,0,0,0,0,0,NA,NA,NA
ABplpappap,NA,0,0,0,0,0,NA,NA,NA
ABplpappp,220.822727272727,0,0,0,0,0,1,51.7727272727273,51.7727272727273
ABplpapppa,298.372727272727,0,0,0,0,0,1,75.95,75.95
ABplpapppaa,NA,0,0,0,0,0,NA,NA,NA
ABplpapppap,NA,0,0,0,0,0,NA,NA,NA
ABplpapppp,302.945454545455,0,0,0,0,0,1,80.5272727272727,80.5272727272727
ABplpappppa,NA,0,0,0,0,0,NA,NA,NA
ABplpappppp,NA,0,0,0,0,0,NA,NA,NA
ABplpp,102.577272727273,0,0,0,0,0,1,27.0590909090909,27.0590909090909
ABplppa,135.368181818182,0,0,0,0,0,1,31.0954545454545,31.0954545454545
ABplppaa,178.059090909091,0,0,0,0,0,1,41.0227272727273,41.0227272727273
ABplppaaa,233.627272727273,0,0,0,0,0,1,53.9227272727273,53.9227272727273
ABplppaaaa,295.904545454545,0,0,0,0,0,1,60.6409090909091,60.6409090909091
ABplppaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppaaaap,392.125,0,0,0,0,0,1,94.45,94.45
ABplppaaaapa,NA,0,0,0,0,0,NA,NA,NA
ABplppaaaapp,NA,0,0,0,0,0,NA,NA,NA
ABplppaaap,NA,0,0,0,0,0,NA,NA,NA
ABplppaap,230.045454545455,0,0,0,0,0,1,50.3454545454545,50.3454545454545
ABplppaapa,315.904761904762,0,0,0,0,0,1,84.552380952381,84.552380952381
ABplppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplppaapap,NA,0,0,0,0,0,NA,NA,NA
ABplppaapp,308.731818181818,0,0,0,0,0,1,77.05,77.05
ABplppaappa,NA,0,0,0,0,0,NA,NA,NA
ABplppaappp,NA,0,0,0,0,0,NA,NA,NA
ABplppap,174.972727272727,0,0,0,0,0,1,37.9227272727273,37.9227272727273
ABplppapa,225.672727272727,0,0,0,0,0,1,49.0727272727273,49.0727272727273
ABplppapaa,295.445454545455,0,0,0,0,0,1,68.1136363636364,68.1136363636364
ABplppapaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppapaaap,NA,0,0,0,0,0,NA,NA,NA
ABplppapaap,NA,0,0,0,0,0,NA,NA,NA
ABplppapap,314.195238095238,0,0,0,0,0,1,87.0809523809524,87.0809523809524
ABplppapapa,NA,0,0,0,0,0,NA,NA,NA
ABplppapapp,NA,0,0,0,0,0,NA,NA,NA
ABplppapp,229.672727272727,0,0,0,0,0,1,53.0772727272727,53.0772727272727
ABplppappa,308.245454545455,0,0,0,0,0,1,76.9363636363636,76.9363636363636
ABplppappaa,NA,0,0,0,0,0,NA,NA,NA
ABplppappap,NA,0,0,0,0,0,NA,NA,NA
ABplppappp,319.055,0,0,0,0,0,1,87.935,87.935
ABplppapppa,NA,0,0,0,0,0,NA,NA,NA
ABplppapppp,NA,0,0,0,0,0,NA,NA,NA
ABplppp,133.804545454545,0,0,0,0,0,1,29.5181818181818,29.5181818181818
ABplpppa,171.527272727273,0,0,0,0,0,1,36.0636363636364,36.0636363636364
ABplpppaa,222.209090909091,1,0,0,0,1,1,49.0454545454545,49.0454545454545
ABplpppaaa,302.695454545455,0,0,0,0,0,1,78.85,78.85
ABplpppaaaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaaap,NA,0,0,0,0,0,NA,NA,NA
ABplpppaap,299.072727272727,1,0,0,0,1,1,75.2227272727273,75.2227272727273
ABplpppaapa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapap,NA,0,0,0,0,0,NA,NA,NA
ABplpppaapp,NA,0,0,0,0,0,NA,NA,NA
ABplpppap,222.354545454545,0,0,0,0,0,1,49.2,49.2
ABplpppapa,277.113636363636,0,0,0,0,0,1,53.1409090909091,53.1409090909091
ABplpppapaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppapap,NA,0,0,0,0,0,NA,NA,NA
ABplpppapp,NA,0,0,0,0,0,NA,NA,NA
ABplpppp,170.490909090909,0,0,0,0,0,1,35.0318181818182,35.0318181818182
ABplppppa,218.186363636364,0,0,0,0,0,1,46.0727272727273,46.0727272727273
ABplppppaa,291.85,0,0,0,0,0,1,72,72
ABplppppaaa,NA,0,0,0,0,0,NA,NA,NA
ABplppppaap,NA,0,0,0,0,0,NA,NA,NA
ABplppppap,291.495454545455,0,0,0,0,0,1,71.6772727272727,71.6772727272727
ABplppppapa,NA,0,0,0,0,0,NA,NA,NA
ABplppppapp,NA,0,0,0,0,0,NA,NA,NA
ABplppppp,220.963636363636,0,0,0,0,0,1,48.85,48.85
ABplpppppa,312.075,1,0,1,0,2,1,89.53,89.53
ABplpppppaa,NA,0,0,0,0,0,NA,NA,NA
ABplpppppap,NA,0,0,0,0,0,NA,NA,NA
ABplpppppp,291.868181818182,0,0,0,0,0,1,69.2909090909091,69.2909090909091
ABplppppppa,NA,0,0,0,0,0,NA,NA,NA
ABplppppppp,NA,0,0,0,0,0,NA,NA,NA
ABpr,55.2409090909091,0,0,0,0,0,1,12.3809523809524,12.3809523809524
ABpra,73.7954545454545,0,1,0,0,1,1,16.8727272727273,16.8727272727273
ABpraa,101.013636363636,0,0,0,0,0,1,25.4681818181818,25.4681818181818
ABpraaa,133.322727272727,0,0,0,0,0,1,30.6181818181818,30.6181818181818
ABpraaaa,175.631818181818,0,0,0,0,0,1,40.6545454545455,40.6545454545455
ABpraaaaa,230.931818181818,0,0,0,0,0,1,53.6772727272727,53.6772727272727
ABpraaaaaa,315.219047619048,1,0,0,0,1,1,82.8095238095238,82.8095238095238
ABpraaaaaaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaaap,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaap,325.56,0,0,0,0,0,1,93.39,93.39
ABpraaaaapd,NA,0,0,0,0,0,NA,NA,NA
ABpraaaaapv,NA,0,0,0,0,0,NA,NA,NA
ABpraaaap,222.781818181818,0,0,0,0,0,1,45.5409090909091,45.5409090909091
ABpraaaapa,301.690909090909,0,0,0,0,0,1,77.2409090909091,77.2409090909091
ABpraaaapad,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapav,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapp,291.65,0,0,0,0,0,1,67.1818181818182,67.1818181818182
ABpraaaappa,NA,0,0,0,0,0,NA,NA,NA
ABpraaaappp,383.233333333333,0,0,0,0,0,1,88.9666666666667,88.9666666666667
ABpraaaapppa,NA,0,0,0,0,0,NA,NA,NA
ABpraaaapppp,NA,0,0,0,0,0,NA,NA,NA
ABpraaap,171.15,0,0,0,0,0,1,36.1636363636364,36.1636363636364
ABpraaapa,222.713636363636,0,0,0,0,0,1,49.95,49.95
ABpraaapaa,307.636363636364,0,0,0,0,0,1,83.3045454545454,83.3045454545454
ABpraaapaad,NA,0,0,0,0,0,NA,NA,NA
ABpraaapaav,NA,0,0,0,0,0,NA,NA,NA
ABpraaapap,297.995454545455,0,0,0,0,0,1,73.6772727272727,73.6772727272727
ABpraaapapa,410.65,0,0,0,0,0,1,113.75,113.75
ABpraaapapaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaapapap,NA,0,0,0,0,0,NA,NA,NA
ABpraaapapp,NA,0,0,0,0,0,NA,NA,NA
ABpraaapp,213.577272727273,0,0,0,0,0,1,40.8045454545455,40.8045454545455
ABpraaappa,293.95,0,0,0,0,0,1,78.7409090909091,78.7409090909091
ABpraaappaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaappap,NA,0,0,0,0,0,NA,NA,NA
ABpraaappp,267.754545454545,0,0,0,0,0,1,52.5454545454545,52.5454545454545
ABpraaapppa,358.1375,0,0,0,0,0,1,87.4875,87.4875
ABpraaapppaa,NA,0,0,0,0,0,NA,NA,NA
ABpraaapppap,NA,0,0,0,0,0,NA,NA,NA
ABpraaapppp,347.522222222222,0,0,0,0,0,1,77.5666666666667,77.5666666666667
ABpraaappppa,NA,0,0,0,0,0,NA,NA,NA
ABpraaappppp,NA,0,0,0,0,0,NA,NA,NA
ABpraap,131.686363636364,0,0,0,0,0,1,28.9772727272727,28.9772727272727
ABpraapa,171.572727272727,0,0,0,0,0,1,38.2136363636364,38.2136363636364
ABpraapaa,223.063636363636,0,0,0,0,0,1,49.8818181818182,49.8818181818182
ABpraapaaa,306.477272727273,0,0,0,0,0,1,81.7590909090909,81.7590909090909
ABpraapaaaa,NA,0,0,0,0,0,NA,NA,NA
ABpraapaaap,NA,0,0,0,0,0,NA,NA,NA
ABpraapaap,294.381818181818,0,0,0,0,0,1,69.6545454545455,69.6545454545455
ABpraapaapa,NA,0,0,0,0,0,NA,NA,NA
ABpraapaapp,NA,0,0,0,0,0,NA,NA,NA
ABpraapap,221.359090909091,0,0,0,0,0,1,48.1590909090909,48.1590909090909
ABpraapapa,308.490909090909,0,0,0,0,0,1,85.5181818181818,85.5181818181818
ABpraapapaa,NA,0,0,0,0,0,NA,NA,NA
ABpraapapap,NA,0,0,0,0,0,NA,NA,NA
ABpraapapp,285.968181818182,0,0,0,0,0,1,62.9636363636364,62.9636363636364
